minutes,both,half
381, 27640,6662
382, 27685,6673
383, 27747,6658
384, 27798,6660
385, 27839,6664
386, 27871,6690
387, 27929,6693
387, 27929,6695
388, 27979,6704
389, 28015,6715
390, 28055,6729
391, 28098,6735
392, 28135,6753
393, 28190,6752
394, 28242,6744
395, 28298,6740
396, 28347,6731
397, 28393,6737
398, 28439,6744
399, 28475,6761
400, 28533,6739
401, 28574,6750
402, 28620,6756
403, 28654,6782
404, 28697,6786
405, 28747,6794
406, 28799,6793
407, 28853,6795
408, 28892,6799
409, 28945,6793
410, 28989,6800
411, 29038,6799
412, 29094,6794
413, 29134,6794
414, 29181,6795
415, 29231,6804
416, 29282,6798
417, 29324,6796
418, 29373,6795
419, 29418,6808
420, 29454,6823
421, 29496,6822
422, 29539,6832
423, 29580,6841
424, 29631,6837
425, 29673,6843
426, 29729,6839
427, 29783,6836
428, 29826,6857
429, 29866,6874
430, 29910,6889
431, 29969,6876
432, 30013,6873
433, 30060,6874
434, 30111,6876
435, 30158,6880
436, 30203,6882
437, 30252,6870
438, 30291,6874
439, 30339,6870
440, 30378,6888
441, 30416,6887
442, 30463,6884
443, 30499,6894
444, 30536,6905
445, 30581,6911
446, 30635,6904
447, 30669,6918
448, 30714,6924
449, 30762,6923
450, 30814,6921
451, 30880,6896
451, 30880,6896
452, 30914,6916
453, 30957,6917
454, 31014,6901
455, 31054,6895
456, 31105,6894
457, 31144,6900
458, 31185,6922
459, 31226,6925
460, 31285,6906
461, 31342,6894
462, 31389,6900
463, 31435,6907
464, 31482,6915
465, 31518,6930
466, 31554,6940
467, 31602,6931
468, 31656,6925
469, 31698,6923
470, 31730,6943
471, 31775,6956
472, 31814,6965
473, 31876,6952
474, 31925,6936
475, 31967,6937
476, 32017,6938
477, 32057,6948
478, 32097,6960
479, 32138,6960
480, 32184,6970
481, 32234,6966
482, 32281,6966
483, 32324,6977
484, 32367,6988
485, 32416,6982
486, 32465,6974
487, 32525,6961
488, 32578,6966
489, 32625,6951
490, 32675,6937
491, 32723,6939
492, 32761,6948
493, 32799,6949
494, 32846,6948
495, 32890,6947
496, 32931,6946
497, 32975,6948
498, 33022,6940
499, 33072,6935
500, 33113,6937
501, 33155,6948
502, 33197,6968
503, 33235,6970
504, 33277,6980
505, 33316,6990
506, 33360,7003
507, 33401,7003
508, 33442,7004
509, 33493,7004
510, 33532,7014
511, 33574,7037
512, 33604,7066
513, 33648,7077
514, 33693,7086
515, 33745,7084
516, 33793,7084
516, 33793,7084
517, 33846,7073
518, 33897,7069
519, 33940,7059
520, 33973,7081
521, 34009,7096
522, 34044,7114
523, 34084,7131
524, 34132,7146
525, 34192,7142
526, 34230,7165
527, 34273,7165
528, 34312,7179
529, 34355,7174
530, 34396,7170
531, 34451,7170
532, 34506,7157
533, 34560,7151
534, 34611,7148
535, 34657,7150
536, 34695,7163
537, 34735,7167
538, 34775,7181
539, 34826,7167
540, 34867,7169
541, 34908,7171
542, 34960,7151
542, 34960,7152
543, 34996,7165
544, 35039,7177
545, 35069,7188
546, 35115,7186
547, 35153,7195
548, 35204,7194
549, 35245,7200
550, 35291,7218
551, 35338,7218
552, 35374,7231
553, 35417,7240
554, 35475,7230
555, 35507,7253
556, 35536,7264
557, 35577,7286
558, 35623,7277
559, 35662,7290
560, 35714,7284
561, 35760,7278
562, 35801,7297
563, 35850,7303
564, 35895,7311
565, 35938,7308
566, 35993,7296
567, 36043,7286
568, 36100,7285
569, 36144,7287
570, 36192,7292
571, 36242,7288
572, 36295,7271
573, 36335,7285
574, 36372,7292
575, 36417,7281
576, 36460,7291
577, 36495,7315
578, 36526,7332
579, 36569,7334
580, 36616,7326
581, 36656,7331
582, 36705,7334
583, 36738,7347
584, 36780,7353
585, 36828,7350
586, 36886,7331
587, 36929,7336
588, 36964,7341
589, 37012,7343
590, 37067,7329
591, 37111,7329
592, 37158,7322
593, 37203,7332
594, 37239,7343
595, 37280,7348
596, 37318,7356
597, 37374,7342
598, 37402,7372
599, 37450,7361
600, 37501,7362
601, 37538,7376
602, 37580,7384
603, 37621,7389
604, 37663,7392
605, 37710,7393
606, 37765,7392
607, 37796,7408
608, 37843,7407
609, 37885,7411
610, 37935,7418
611, 37974,7422
612, 38010,7437
613, 38050,7448
614, 38090,7446
615, 38126,7456
616, 38186,7457
617, 38232,7460
618, 38277,7453
619, 38319,7457
620, 38370,7455
621, 38414,7457
622, 38462,7455
623, 38509,7448
624, 38549,7464
625, 38581,7476
626, 38622,7474
627, 38661,7478
628, 38706,7481
629, 38758,7462
630, 38796,7462
631, 38838,7458
632, 38879,7473
633, 38926,7487
634, 38974,7494
635, 39014,7506
636, 39059,7507
637, 39101,7512
638, 39140,7523
639, 39179,7524
640, 39217,7527
641, 39258,7528
642, 39300,7545
643, 39336,7562
644, 39377,7556
645, 39413,7567
646, 39453,7577
647, 39496,7569
648, 39541,7571
649, 39588,7576
650, 39627,7581
651, 39674,7573
652, 39714,7571
653, 39757,7576
654, 39812,7561
655, 39865,7568
656, 39911,7570
657, 39957,7580
658, 40010,7565
659, 40046,7562
660, 40076,7575
661, 40124,7583
662, 40161,7580
663, 40203,7579
664, 40244,7580
665, 40286,7571
666, 40323,7578
667, 40359,7585
668, 40396,7595
669, 40448,7592
670, 40486,7602
671, 40529,7607
672, 40580,7594
673, 40625,7591
674, 40667,7587
675, 40722,7593
676, 40759,7602
677, 40809,7597
678, 40837,7617
679, 40875,7623
680, 40918,7634
681, 40955,7647
682, 41008,7642
683, 41047,7643
684, 41085,7654
685, 41128,7666
686, 41171,7674
687, 41223,7663
688, 41264,7664
689, 41298,7664
690, 41339,7670
691, 41382,7672
692, 41435,7662
693, 41470,7661
694, 41500,7657
695, 41552,7654
696, 41592,7660
697, 41628,7657
698, 41662,7660
699, 41706,7658
700, 41752,7658
701, 41792,7666
702, 41838,7662
703, 41875,7661
703, 41875,7662
704, 41919,7655
705, 41977,7636
706, 42010,7646
707, 42060,7636
708, 42096,7650
709, 42134,7649
710, 42174,7654
711, 42223,7647
712, 42262,7654
713, 42311,7648
714, 42366,7638
715, 42401,7643
716, 42445,7643
717, 42505,7635
718, 42542,7649
719, 42590,7649
720, 42641,7633
721, 42681,7630
722, 42729,7626
723, 42765,7621
724, 42800,7615
725, 42850,7616
726, 42890,7625
727, 42918,7634
728, 42952,7658
729, 42998,7645
730, 43025,7667
731, 43058,7666
732, 43083,7680
733, 43126,7681
734, 43179,7672
735, 43217,7675
736, 43245,7686
737, 43280,7679
738, 43333,7667
739, 43381,7664
740, 43425,7654
741, 43461,7660
742, 43502,7660
743, 43552,7646
744, 43588,7653
745, 43630,7652
746, 43674,7651
747, 43710,7650
748, 43753,7646
749, 43795,7643
750, 43841,7639
751, 43872,7644
752, 43920,7638
753, 43963,7636
754, 44005,7621
754, 44005,7624
755, 44056,7609
756, 44094,7609
757, 44118,7624
758, 44157,7639
759, 44204,7638
760, 44238,7637
761, 44271,7652
762, 44312,7649
763, 44351,7646
764, 44382,7651
765, 44419,7670
766, 44455,7673
767, 44491,7676
768, 44537,7667
769, 44570,7672
770, 44608,7657
771, 44631,7660
772, 44658,7678
773, 44693,7694
774, 44730,7683
775, 44767,7678
776, 44812,7668
777, 44860,7664
778, 44897,7668
779, 44932,7678
780, 44975,7674
781, 45007,7677
782, 45044,7687
783, 45092,7672
784, 45141,7666
785, 45190,7677
786, 45222,7679
787, 45260,7684
788, 45293,7697
789, 45330,7701
790, 45358,7704
791, 45387,7704
792, 45420,7708
793, 45459,7710
794, 45507,7693
795, 45544,7696
796, 45579,7700
797, 45613,7702
798, 45648,7704
799, 45689,7705
800, 45722,7705
801, 45758,7721
802, 45795,7723
803, 45833,7719
804, 45868,7724
805, 45901,7737
806, 45945,7737
807, 45996,7714
808, 46024,7731
809, 46061,7731
810, 46097,7731
811, 46137,7736
812, 46180,7732
813, 46212,7727
814, 46245,7729
815, 46292,7716
816, 46329,7707
817, 46364,7703
818, 46401,7691
819, 46438,7693
820, 46478,7697
821, 46520,7684
822, 46551,7690
823, 46590,7696
824, 46621,7708
825, 46660,7711
826, 46708,7705
827, 46737,7698
828, 46776,7688
829, 46808,7696
830, 46835,7698
831, 46905,7671
832, 46948,7660
833, 46984,7662
834, 47017,7679
835, 47056,7674
836, 47090,7673
837, 47128,7665
838, 47176,7655
839, 47216,7646
840, 47258,7641
841, 47298,7633
842, 47329,7630
843, 47364,7631
844, 47397,7639
845, 47427,7650
846, 47467,7646
847, 47503,7662
848, 47541,7644
849, 47579,7631
850, 47619,7625
851, 47646,7633
852, 47677,7636
853, 47708,7636
854, 47737,7646
855, 47784,7642
856, 47813,7646
857, 47853,7634
858, 47881,7639
859, 47917,7638
860, 47964,7629
861, 48003,7623
862, 48036,7624
863, 48069,7632
864, 48099,7637
865, 48135,7636
866, 48178,7634
867, 48219,7624
868, 48246,7628
869, 48279,7627
870, 48320,7617
871, 48356,7621
872, 48396,7613
873, 48426,7622
874, 48467,7604
875, 48499,7602
876, 48530,7601
877, 48574,7588
878, 48608,7586
879, 48639,7595
880, 48671,7602
881, 48706,7604
882, 48743,7603
883, 48779,7604
884, 48815,7604
885, 48856,7598
886, 48886,7594
887, 48921,7602
888, 48950,7618
889, 48991,7607
889, 48991,7608
890, 49020,7612
891, 49054,7618
892, 49089,7615
893, 49127,7600
894, 49155,7605
895, 49195,7610
896, 49238,7599
897, 49291,7584
898, 49331,7592
899, 49367,7584
900, 49409,7592
901, 49444,7600
902, 49496,7577
903, 49543,7566
904, 49585,7549
905, 49610,7568
906, 49643,7567
907, 49680,7573
908, 49717,7559
909, 49750,7566
910, 49776,7582
911, 49813,7576
912, 49840,7579
913, 49875,7589
914, 49917,7584
915, 49959,7575
916, 50001,7580
917, 50037,7590
918, 50081,7583
919, 50110,7588
920, 50135,7604
921, 50168,7608
922, 50203,7609
923, 50246,7600
924, 50300,7582
925, 50337,7579
926, 50375,7573
927, 50419,7562
928, 50452,7567
929, 50496,7556
929, 50497,7556
930, 50537,7548
931, 50564,7555
932, 50608,7558
933, 50646,7549
934, 50682,7553
935, 50718,7551
936, 50756,7547
937, 50800,7535
938, 50833,7545
939, 50866,7539
940, 50904,7536
941, 50945,7527
942, 50981,7541
943, 51015,7540
944, 51048,7543
945, 51083,7541
946, 51111,7554
947, 51159,7557
948, 51205,7535
949, 51236,7541
950, 51274,7539
951, 51312,7530
952, 51345,7534
953, 51377,7524
954, 51420,7514
955, 51452,7520
956, 51498,7513
957, 51538,7500
958, 51585,7484
959, 51632,7492
960, 51674,7489
961, 51707,7492
962, 51751,7482
963, 51793,7485
964, 51827,7485
965, 51856,7493
966, 51889,7492
967, 51924,7498
968, 51963,7491
969, 51989,7498
970, 52019,7507
971, 52060,7506
972, 52097,7500
973, 52131,7492
974, 52167,7484
975, 52207,7479
976, 52257,7471
977, 52300,7458
978, 52336,7451
979, 52373,7442
980, 52412,7439
981, 52449,7442
982, 52499,7429
983, 52532,7428
984, 52567,7434
985, 52606,7431
986, 52654,7425
987, 52697,7415
988, 52731,7417
989, 52761,7424
990, 52795,7423
991, 52840,7414
992, 52878,7409
993, 52917,7408
994, 52953,7400
995, 52995,7391
996, 53036,7385
997, 53067,7384
998, 53111,7370
999, 53145,7372
1000, 53175,7372
1001, 53202,7377
1002, 53248,7365
1003, 53284,7364
1004, 53308,7364
1005, 53343,7361
1006, 53386,7350
1007, 53419,7352
1008, 53457,7355
1009, 53493,7346
1010, 53529,7342
1010, 53529,7343
1011, 53566,7340
1012, 53599,7334
1013, 53637,7334
1014, 53678,7323
1015, 53713,7318
1016, 53751,7315
1017, 53790,7305
1018, 53830,7291
1019, 53863,7288
1020, 53893,7283
1021, 53937,7270
1022, 53978,7264
1023, 54001,7269
1024, 54035,7264
1025, 54073,7251
1026, 54100,7260
1027, 54139,7245
1028, 54176,7232
1029, 54213,7223
1030, 54239,7220
1031, 54273,7211
1032, 54298,7211
1033, 54333,7205
1034, 54368,7197
1035, 54400,7203
1036, 54432,7201
1037, 54456,7207
1038, 54482,7217
1039, 54514,7223
1040, 54549,7220
1041, 54585,7215
1042, 54619,7217
1043, 54654,7206
1043, 54655,7205
1044, 54683,7205
1045, 54728,7201
1046, 54752,7203
1047, 54778,7208
1048, 54812,7208
1049, 54841,7204
1050, 54876,7194
1050, 54876,7194
1051, 54921,7187
1052, 54956,7185
1053, 54981,7183
1054, 55013,7179
1055, 55035,7180
1056, 55065,7178
1057, 55101,7165
1058, 55131,7175
1059, 55161,7169
1060, 55195,7155
1061, 55222,7160
1062, 55248,7159
1063, 55278,7151
1064, 55306,7145
1065, 55343,7130
1066, 55375,7122
1067, 55406,7113
1068, 55431,7119
1069, 55468,7115
1070, 55489,7110
1071, 55511,7120
1072, 55545,7104
1073, 55580,7095
1074, 55609,7083
1075, 55638,7078
1076, 55657,7084
1077, 55681,7089
1078, 55700,7097
1079, 55728,7089
1080, 55750,7091
1081, 55772,7105
1082, 55800,7098
1083, 55824,7098
1084, 55844,7101
1085, 55863,7100
1086, 55887,7099
1087, 55907,7102
1088, 55931,7094
1089, 55966,7079
1090, 55998,7063
1091, 56027,7059
1092, 56053,7050
1093, 56075,7052
1094, 56092,7052
1095, 56121,7035
1096, 56152,7027
1097, 56180,7016
1098, 56204,7019
1099, 56230,7013
1100, 56251,7005
1101, 56280,6994
1102, 56304,6981
1103, 56328,6975
1104, 56348,6969
1105, 56380,6963
1106, 56411,6949
1107, 56432,6948
1108, 56449,6943
1109, 56467,6947
1110, 56484,6962
1111, 56510,6957
1112, 56535,6952
1113, 56567,6947
1114, 56600,6939
1115, 56625,6930
1116, 56652,6922
1117, 56671,6921
1118, 56692,6919
1119, 56709,6920
1120, 56736,6920
1121, 56761,6908
1122, 56772,6914
1123, 56798,6910
1124, 56813,6922
1125, 56832,6920
1126, 56852,6921
1127, 56871,6916
1128, 56901,6906
1129, 56916,6905
1130, 56938,6903
1131, 56961,6900
1132, 56983,6899
1133, 57006,6895
1134, 57028,6886
1135, 57046,6886
1136, 57062,6884
1137, 57081,6883
1138, 57097,6886
1139, 57117,6879
1140, 57131,6876
1141, 57145,6881
1142, 57166,6877
1143, 57182,6882
1144, 57200,6880
1145, 57218,6883
1146, 57239,6879
1147, 57267,6872
1148, 57289,6869
1149, 57305,6882
1150, 57334,6873
1151, 57353,6876
1152, 57379,6860
1153, 57395,6851
1154, 57408,6851
1155, 57426,6847
1156, 57444,6843
1157, 57459,6847
1158, 57481,6838
1159, 57494,6839
1160, 57512,6838
1161, 57531,6834
1162, 57545,6841
1163, 57566,6830
1164, 57586,6826
1165, 57602,6828
1166, 57615,6829
1167, 57635,6825
1168, 57660,6812
1169, 57675,6807
1170, 57694,6805
1171, 57711,6801
1172, 57729,6794
1173, 57747,6797
1174, 57767,6797
1175, 57786,6788
1176, 57802,6783
1177, 57819,6781
1178, 57838,6774
1179, 57858,6764
1180, 57870,6769
1181, 57885,6773
1182, 57909,6761
1183, 57923,6764
1184, 57941,6765
1185, 57956,6761
1185, 57957,6760
1186, 57975,6750
1187, 57991,6746
1188, 58007,6742
1189, 58021,6751
1190, 58038,6752
1191, 58050,6747
1192, 58058,6751
1193, 58075,6751
1194, 58086,6754
1195, 58098,6761
1196, 58111,6758
1197, 58123,6764
1198, 58136,6761
1199, 58154,6760
1200, 58167,6758
1201, 58180,6766
1202, 58203,6751
1203, 58207,6763
1204, 58227,6756
1205, 58245,6753
1206, 58265,6743
1207, 58282,6736
1208, 58298,6737
1209, 58312,6738
1210, 58330,6740
1211, 58348,6730
1212, 58360,6734
1213, 58375,6733
1214, 58382,6740
1215, 58398,6739
1216, 58414,6739
1217, 58426,6741
1218, 58436,6739
1219, 58451,6733
1220, 58467,6725
1221, 58476,6721
1222, 58492,6712
1223, 58502,6709
1224, 58515,6705
1225, 58527,6704
1226, 58539,6701
1227, 58554,6694
1228, 58569,6693
1229, 58579,6691
1230, 58591,6696
1231, 58610,6686
1232, 58622,6683
1233, 58640,6674
1234, 58652,6666
1235, 58665,6668
1236, 58675,6671
1237, 58683,6674
1238, 58703,6661
1239, 58718,6651
1240, 58725,6654
1241, 58732,6657
1242, 58744,6659
1243, 58757,6656
1244, 58767,6653
1245, 58786,6640
1246, 58803,6635
1247, 58820,6631
1248, 58834,6630
1249, 58851,6623
1250, 58865,6621
1251, 58880,6616
1252, 58891,6616
1253, 58904,6614
1254, 58914,6613
1255, 58921,6620
1256, 58932,6621
1257, 58941,6622
1258, 58950,6630
1259, 58967,6628
1260, 58976,6632
1261, 58994,6623
1262, 59003,6623
1263, 59018,6624
1264, 59030,6619
1264, 59031,6618
1265, 59041,6624
1266, 59050,6623
1267, 59064,6616
1268, 59074,6621
1269, 59084,6621
1270, 59094,6626
1271, 59108,6622
1272, 59119,6623
1273, 59134,6615
1274, 59152,6610
1275, 59166,6601
1276, 59180,6599
1277, 59193,6597
1278, 59206,6598
1279, 59217,6597
1280, 59230,6599
1281, 59239,6597
1282, 59250,6592
1283, 59267,6588
1284, 59276,6588
1285, 59289,6593
1286, 59300,6593
1287, 59309,6597
1288, 59321,6598
1289, 59330,6593
1290, 59343,6592
1291, 59348,6593
1292, 59368,6582
1293, 59376,6591
1294, 59390,6580
1295, 59403,6575
1296, 59417,6573
1297, 59425,6575
1298, 59430,6582
1299, 59441,6585
1300, 59454,6590
1301, 59467,6592
1302, 59473,6597
1303, 59487,6598
1304, 59500,6597
1305, 59514,6592
1306, 59534,6583
1307, 59545,6584
1308, 59559,6582
1309, 59571,6580
1310, 59582,6582
1311, 59597,6577
1312, 59612,6575
1313, 59623,6579
1314, 59635,6578
1315, 59642,6582
1316, 59654,6580
1317, 59660,6580
1318, 59672,6578
1319, 59687,6570
1320, 59701,6568
1321, 59713,6568
1322, 59726,6566
1323, 59738,6565
1324, 59745,6567
1325, 59754,6569
1326, 59769,6565
1327, 59778,6570
1328, 59792,6568
1329, 59807,6563
1330, 59825,6553
1331, 59838,6550
1332, 59850,6548
1333, 59860,6549
1334, 59871,6547
1335, 59881,6547
1336, 59894,6547
1337, 59914,6537
1338, 59926,6540
1339, 59938,6538
1340, 59943,6538
1341, 59953,6541
1342, 59966,6539
1343, 59974,6540
1344, 59986,6536
1345, 60003,6533
1346, 60016,6530
1347, 60027,6526
1348, 60038,6524
1349, 60049,6525
1350, 60068,6516
1351, 60078,6516
1352, 60087,6520
1353, 60100,6513
1354, 60111,6511
1355, 60120,6514
1356, 60130,6513
1357, 60144,6508
1358, 60154,6510
1359, 60168,6504
1360, 60175,6511
1361, 60184,6511
1362, 60194,6508
1363, 60204,6510
1364, 60211,6513
1365, 60219,6519
1366, 60230,6521
1367, 60238,6523
1368, 60248,6523
1369, 60264,6519
1370, 60279,6511
1371, 60297,6499
1372, 60310,6499
1373, 60319,6496
1374, 60332,6490
1375, 60339,6496
1376, 60350,6493
1377, 60363,6489
1378, 60370,6490
1379, 60382,6485
1380, 60384,6500
1381, 60395,6493
1382, 60407,6490
1383, 60417,6490
1384, 60427,6492
1385, 60440,6492
1386, 60445,6494
1387, 60456,6491
1388, 60477,6479
1389, 60489,6476
1390, 60501,6474
1391, 60518,6463
1392, 60532,6458
1393, 60545,6451
1394, 60552,6454
1395, 60566,6450
1396, 60575,6448
1397, 60583,6445
1398, 60593,6446
1399, 60610,6438
1400, 60621,6433
1401, 60628,6439
1402, 60637,6440
1403, 60645,6440
1404, 60650,6441
1405, 60656,6448
1406, 60663,6449
1407, 60672,6450
1408, 60682,6446
1409, 60696,6450
1410, 60713,6442
1411, 60721,6441
1412, 60732,6443
1413, 60743,6447
1414, 60756,6446
1415, 60769,6436
1416, 60775,6441
1417, 60784,6438
1418, 60793,6441
1419, 60805,6440
1420, 60813,6435
1421, 60821,6440
1421, 60822,6439
1422, 60830,6437
1423, 60841,6442
1424, 60855,6437
1425, 60866,6432
1426, 60884,6423
1427, 60899,6419
1428, 60906,6419
1429, 60918,6413
1430, 60928,6410
1431, 60939,6411
1432, 60951,6407
1433, 60961,6407
1434, 60973,6405
1435, 60980,6403
1435, 60980,6404
1436, 60990,6400
1437, 61004,6394
1438, 61017,6388
1439, 61023,6394
