minutes,both,half
380, 13645,1207
381, 13672,1207
382, 13697,1206
383, 13724,1196
384, 13743,1196
385, 13765,1198
386, 13790,1188
387, 13808,1195
388, 13829,1196
389, 13858,1184
390, 13889,1169
391, 13914,1172
392, 13943,1167
393, 13961,1172
394, 13973,1180
395, 13994,1179
396, 14014,1172
397, 14034,1183
398, 14061,1179
399, 14075,1190
400, 14092,1193
401, 14112,1195
402, 14131,1199
403, 14152,1208
404, 14173,1221
405, 14193,1219
406, 14214,1220
407, 14232,1217
408, 14260,1212
409, 14276,1214
410, 14299,1221
411, 14323,1218
412, 14349,1211
413, 14378,1207
414, 14399,1204
415, 14417,1211
416, 14433,1216
417, 14457,1221
418, 14478,1229
419, 14499,1231
420, 14531,1215
421, 14547,1220
422, 14573,1213
423, 14598,1214
424, 14610,1223
425, 14627,1229
426, 14646,1234
427, 14666,1236
428, 14694,1228
429, 14709,1241
430, 14729,1250
431, 14765,1236
432, 14781,1243
433, 14814,1234
434, 14834,1237
435, 14853,1233
436, 14872,1230
437, 14894,1241
438, 14917,1242
439, 14941,1244
440, 14965,1247
441, 14999,1235
442, 15029,1219
443, 15050,1216
444, 15075,1200
445, 15090,1205
446, 15108,1210
447, 15126,1213
448, 15150,1218
449, 15169,1225
450, 15190,1216
451, 15213,1217
452, 15225,1235
453, 15246,1232
454, 15264,1239
455, 15281,1240
456, 15302,1238
457, 15325,1240
458, 15347,1238
459, 15365,1244
460, 15383,1243
461, 15404,1258
462, 15433,1250
463, 15452,1250
464, 15468,1254
465, 15498,1248
466, 15522,1249
467, 15538,1253
468, 15563,1247
469, 15578,1253
470, 15597,1254
471, 15614,1251
472, 15645,1248
473, 15671,1248
474, 15692,1254
475, 15718,1251
476, 15736,1258
477, 15762,1257
478, 15782,1256
479, 15805,1258
480, 15830,1257
481, 15849,1258
482, 15868,1263
483, 15879,1275
484, 15899,1276
485, 15928,1264
486, 15946,1265
487, 15963,1284
488, 15980,1285
489, 16001,1285
490, 16021,1285
491, 16044,1282
492, 16066,1278
493, 16088,1274
494, 16120,1259
495, 16138,1263
496, 16158,1268
497, 16180,1267
498, 16197,1276
499, 16221,1276
500, 16242,1270
501, 16272,1263
502, 16296,1262
503, 16312,1257
504, 16329,1260
505, 16351,1248
506, 16369,1246
507, 16397,1233
508, 16416,1237
509, 16432,1244
510, 16452,1256
511, 16477,1250
512, 16506,1242
513, 16526,1241
514, 16544,1245
515, 16562,1250
516, 16584,1247
517, 16611,1239
518, 16636,1238
519, 16661,1237
520, 16682,1241
521, 16697,1246
522, 16719,1244
523, 16740,1246
524, 16764,1243
525, 16787,1238
526, 16802,1256
527, 16821,1259
528, 16837,1269
529, 16859,1268
530, 16881,1267
531, 16902,1269
532, 16920,1270
533, 16943,1265
534, 16967,1268
535, 16984,1272
536, 17007,1277
537, 17023,1283
538, 17043,1277
539, 17065,1271
540, 17084,1278
541, 17109,1277
542, 17130,1278
543, 17151,1274
544, 17176,1271
545, 17196,1272
546, 17210,1281
547, 17225,1298
548, 17246,1299
549, 17266,1298
550, 17286,1297
551, 17301,1303
552, 17324,1298
553, 17351,1296
554, 17369,1293
555, 17397,1281
556, 17417,1282
557, 17443,1279
558, 17464,1279
559, 17483,1276
560, 17504,1278
561, 17523,1275
562, 17546,1270
563, 17568,1271
564, 17597,1263
565, 17610,1269
566, 17626,1268
567, 17644,1269
568, 17662,1275
569, 17685,1277
570, 17705,1277
571, 17726,1284
572, 17744,1290
573, 17766,1293
574, 17790,1288
575, 17823,1272
576, 17845,1275
577, 17865,1279
578, 17886,1282
579, 17905,1286
580, 17932,1277
581, 17949,1273
582, 17968,1278
583, 17987,1285
584, 18015,1284
585, 18037,1286
586, 18057,1286
587, 18081,1276
588, 18099,1278
589, 18123,1266
590, 18142,1262
591, 18168,1258
592, 18192,1254
593, 18211,1251
594, 18231,1251
595, 18247,1254
596, 18264,1262
597, 18293,1254
598, 18315,1250
598, 18316,1250
599, 18335,1262
600, 18358,1256
601, 18375,1254
602, 18393,1253
603, 18413,1253
604, 18432,1262
605, 18450,1265
606, 18462,1283
607, 18481,1285
608, 18497,1292
609, 18521,1288
610, 18536,1291
611, 18562,1285
612, 18576,1298
613, 18597,1297
614, 18618,1300
615, 18642,1302
616, 18663,1305
617, 18677,1316
618, 18696,1320
619, 18717,1319
620, 18742,1316
621, 18767,1313
622, 18789,1312
623, 18806,1318
624, 18828,1322
625, 18850,1318
626, 18866,1319
627, 18901,1311
628, 18925,1314
629, 18951,1310
630, 18976,1310
631, 18993,1311
632, 19013,1311
633, 19039,1315
634, 19061,1308
635, 19083,1311
636, 19110,1304
637, 19138,1297
638, 19156,1288
639, 19172,1294
640, 19194,1293
641, 19214,1296
642, 19233,1297
643, 19254,1297
644, 19274,1299
645, 19294,1297
646, 19308,1298
647, 19328,1292
648, 19342,1295
649, 19356,1300
650, 19375,1303
651, 19397,1296
652, 19422,1287
653, 19439,1293
654, 19462,1293
655, 19483,1299
656, 19507,1300
657, 19528,1296
658, 19546,1294
659, 19561,1289
660, 19581,1293
661, 19608,1291
662, 19630,1284
663, 19648,1283
664, 19669,1282
665, 19689,1283
666, 19705,1299
667, 19721,1302
668, 19735,1319
669, 19749,1323
670, 19769,1316
671, 19785,1326
672, 19801,1332
673, 19818,1331
674, 19834,1334
675, 19852,1337
676, 19875,1329
677, 19899,1323
678, 19919,1322
679, 19944,1314
680, 19969,1312
681, 19992,1313
682, 20017,1309
683, 20031,1315
684, 20048,1313
685, 20068,1318
686, 20086,1318
687, 20109,1335
688, 20122,1342
689, 20150,1331
690, 20164,1341
691, 20181,1352
692, 20202,1346
693, 20217,1352
694, 20236,1351
695, 20259,1346
696, 20273,1355
697, 20282,1369
698, 20303,1371
699, 20327,1369
700, 20348,1363
701, 20363,1367
702, 20377,1370
703, 20395,1369
704, 20416,1368
705, 20440,1367
706, 20456,1382
707, 20479,1377
708, 20503,1368
709, 20529,1361
710, 20547,1369
711, 20576,1366
712, 20593,1365
713, 20612,1360
714, 20634,1355
715, 20655,1351
715, 20656,1350
716, 20680,1351
717, 20697,1348
718, 20717,1347
719, 20738,1344
720, 20763,1341
721, 20782,1342
722, 20798,1345
723, 20810,1351
724, 20832,1346
725, 20852,1344
726, 20878,1338
727, 20895,1346
728, 20905,1359
729, 20924,1356
730, 20939,1365
731, 20953,1375
732, 20974,1374
733, 20991,1368
734, 21013,1358
735, 21033,1358
736, 21051,1364
737, 21063,1371
738, 21080,1376
739, 21101,1368
740, 21126,1359
741, 21147,1353
742, 21168,1349
743, 21191,1346
744, 21213,1344
745, 21231,1352
746, 21265,1339
747, 21284,1335
748, 21305,1331
749, 21322,1340
750, 21344,1333
751, 21366,1328
752, 21380,1331
753, 21395,1345
754, 21413,1359
755, 21427,1363
756, 21441,1363
757, 21465,1360
758, 21482,1366
759, 21504,1366
760, 21530,1359
761, 21558,1351
762, 21580,1352
763, 21601,1352
764, 21615,1357
765, 21645,1337
766, 21667,1338
767, 21690,1330
768, 21712,1333
769, 21735,1339
770, 21753,1342
771, 21774,1343
772, 21789,1349
773, 21801,1355
774, 21823,1352
775, 21838,1363
776, 21860,1358
777, 21884,1353
778, 21903,1345
779, 21924,1345
780, 21945,1346
781, 21970,1335
782, 21990,1340
783, 22011,1340
784, 22027,1349
785, 22048,1350
786, 22071,1349
787, 22088,1350
788, 22108,1357
789, 22126,1357
790, 22144,1359
791, 22160,1360
792, 22180,1355
793, 22202,1366
794, 22220,1365
795, 22239,1361
796, 22252,1366
797, 22266,1370
798, 22291,1371
799, 22315,1359
800, 22329,1366
801, 22350,1362
802, 22369,1367
803, 22391,1359
804, 22411,1351
805, 22420,1363
806, 22448,1348
807, 22469,1343
808, 22493,1343
809, 22514,1345
810, 22535,1340
811, 22553,1342
812, 22573,1341
813, 22590,1352
814, 22612,1350
815, 22624,1358
816, 22640,1367
817, 22666,1362
818, 22691,1353
819, 22710,1348
820, 22724,1349
821, 22748,1352
822, 22758,1359
823, 22782,1351
824, 22800,1348
825, 22818,1353
826, 22841,1345
827, 22860,1350
828, 22881,1357
829, 22900,1356
830, 22911,1365
831, 22926,1365
832, 22946,1357
833, 22964,1356
834, 22982,1363
835, 23005,1361
836, 23022,1367
837, 23037,1373
838, 23056,1381
839, 23068,1387
840, 23085,1387
841, 23099,1395
842, 23114,1401
843, 23132,1403
844, 23148,1402
845, 23165,1398
846, 23184,1396
847, 23199,1393
848, 23220,1387
849, 23238,1391
850, 23265,1384
851, 23292,1380
852, 23309,1381
853, 23333,1381
854, 23353,1387
855, 23369,1392
856, 23392,1393
857, 23407,1396
858, 23434,1381
859, 23448,1390
860, 23465,1390
861, 23474,1406
862, 23497,1399
863, 23515,1403
864, 23533,1401
865, 23551,1405
866, 23570,1408
867, 23586,1405
868, 23614,1396
869, 23633,1396
870, 23658,1387
871, 23683,1379
872, 23700,1381
873, 23721,1380
874, 23740,1381
875, 23759,1384
876, 23782,1382
877, 23806,1381
878, 23825,1376
879, 23843,1375
880, 23858,1379
881, 23878,1380
882, 23895,1390
883, 23905,1399
884, 23924,1405
885, 23938,1407
886, 23958,1406
887, 23979,1410
888, 23992,1416
889, 24018,1407
890, 24030,1415
891, 24057,1407
892, 24077,1401
893, 24094,1406
894, 24108,1412
895, 24135,1407
896, 24161,1398
897, 24180,1406
898, 24196,1408
899, 24222,1400
900, 24234,1407
901, 24253,1405
902, 24279,1398
903, 24301,1398
904, 24322,1393
905, 24346,1393
906, 24368,1387
907, 24385,1394
908, 24403,1407
909, 24428,1400
910, 24443,1401
911, 24455,1409
912, 24469,1413
913, 24500,1417
914, 24520,1423
915, 24542,1423
916, 24561,1435
917, 24582,1430
918, 24602,1430
919, 24623,1426
920, 24644,1423
921, 24653,1441
922, 24675,1436
923, 24698,1441
924, 24719,1439
925, 24738,1441
926, 24759,1435
927, 24779,1431
928, 24801,1430
929, 24812,1436
930, 24830,1436
931, 24857,1427
932, 24888,1414
933, 24903,1424
934, 24923,1421
935, 24954,1413
936, 24976,1406
937, 24983,1415
938, 25005,1420
939, 25023,1422
940, 25044,1428
941, 25064,1429
942, 25085,1425
943, 25112,1421
944, 25129,1423
945, 25154,1416
946, 25173,1412
947, 25195,1407
948, 25217,1401
949, 25231,1406
950, 25255,1402
951, 25274,1403
952, 25292,1410
953, 25317,1402
954, 25333,1400
955, 25358,1394
956, 25382,1384
957, 25400,1384
958, 25418,1395
959, 25440,1390
960, 25455,1391
961, 25479,1387
962, 25496,1386
963, 25515,1379
964, 25529,1387
965, 25550,1385
966, 25565,1394
967, 25592,1381
968, 25612,1379
969, 25631,1381
970, 25648,1384
971, 25668,1387
972, 25698,1380
973, 25720,1370
974, 25735,1374
975, 25756,1381
976, 25769,1385
977, 25783,1397
978, 25802,1391
979, 25825,1395
980, 25840,1400
981, 25857,1404
982, 25886,1389
983, 25904,1385
984, 25923,1385
985, 25951,1380
986, 25971,1384
987, 26001,1380
987, 26001,1381
988, 26025,1380
989, 26041,1380
990, 26064,1385
991, 26081,1384
992, 26104,1382
993, 26119,1383
994, 26140,1385
995, 26153,1388
996, 26167,1393
997, 26185,1391
998, 26201,1393
999, 26230,1386
1000, 26249,1383
1001, 26262,1390
1002, 26280,1384
1003, 26296,1391
1004, 26319,1383
1005, 26341,1379
1006, 26360,1378
1007, 26373,1391
1008, 26392,1393
1009, 26413,1395
1010, 26447,1387
1011, 26469,1392
1012, 26491,1389
1013, 26512,1382
1014, 26533,1378
1015, 26548,1390
1016, 26573,1379
1016, 26573,1379
1017, 26587,1379
1018, 26612,1375
1019, 26631,1373
1020, 26657,1364
1021, 26678,1363
1022, 26697,1358
1023, 26714,1370
1024, 26732,1376
1025, 26749,1380
1026, 26774,1363
1027, 26793,1358
1028, 26811,1358
1029, 26827,1354
1030, 26854,1346
1031, 26874,1345
1032, 26895,1343
1033, 26908,1349
1034, 26928,1344
1035, 26943,1340
1036, 26960,1340
1037, 26975,1349
1038, 26988,1360
1039, 27008,1366
1040, 27026,1356
1041, 27050,1344
1042, 27066,1351
1043, 27084,1342
1044, 27098,1345
1045, 27107,1360
1046, 27124,1363
1047, 27137,1372
1048, 27158,1364
1049, 27174,1361
1050, 27196,1348
1051, 27217,1341
1052, 27236,1337
1053, 27256,1329
1054, 27270,1333
1055, 27291,1324
1056, 27310,1320
1057, 27328,1319
1058, 27344,1322
1059, 27358,1321
1060, 27379,1320
1061, 27390,1319
1062, 27404,1316
1063, 27417,1317
1064, 27436,1309
1065, 27458,1302
1066, 27473,1311
1067, 27485,1316
1068, 27500,1311
1069, 27514,1313
1070, 27534,1306
1071, 27557,1295
1072, 27574,1285
1073, 27595,1276
1074, 27602,1284
1075, 27612,1284
1076, 27628,1282
1077, 27644,1281
1078, 27655,1285
1079, 27668,1284
1080, 27678,1290
1081, 27690,1292
1082, 27698,1305
1083, 27709,1304
1084, 27727,1297
1085, 27741,1295
1086, 27759,1291
1087, 27776,1287
1088, 27787,1287
1089, 27798,1287
1090, 27816,1280
1091, 27830,1281
1092, 27847,1278
1093, 27856,1283
1094, 27872,1287
1095, 27881,1295
1096, 27899,1287
1097, 27912,1282
1098, 27924,1283
1099, 27929,1293
1100, 27943,1288
1101, 27956,1286
1102, 27968,1282
1103, 27986,1278
1104, 28006,1277
1105, 28018,1275
1106, 28029,1282
1107, 28043,1277
1108, 28055,1282
1109, 28064,1286
1110, 28074,1285
1111, 28084,1290
1112, 28094,1289
1113, 28111,1281
1114, 28133,1269
1115, 28149,1264
1116, 28169,1253
1117, 28181,1263
1118, 28190,1267
1119, 28198,1264
1120, 28208,1262
1121, 28226,1258
1122, 28245,1253
1123, 28258,1248
1124, 28266,1249
1125, 28277,1249
1126, 28289,1250
1127, 28301,1255
1128, 28308,1259
1129, 28314,1261
1130, 28324,1265
1131, 28339,1261
1132, 28348,1259
1133, 28366,1255
1134, 28380,1250
1135, 28388,1247
1136, 28401,1240
1137, 28415,1237
1138, 28428,1237
1139, 28440,1240
1140, 28452,1233
1141, 28462,1239
1142, 28471,1239
1143, 28481,1237
1144, 28492,1239
1145, 28504,1236
1145, 28504,1237
1146, 28514,1234
1147, 28519,1238
1148, 28532,1231
1149, 28540,1232
1150, 28546,1237
1151, 28555,1242
1152, 28568,1238
1153, 28574,1238
1154, 28585,1240
1154, 28585,1240
1155, 28589,1247
1156, 28597,1247
1157, 28603,1249
1158, 28613,1244
1159, 28622,1243
1160, 28631,1242
1161, 28639,1248
1162, 28648,1253
1163, 28655,1253
1164, 28667,1251
1165, 28675,1253
1166, 28692,1244
1167, 28700,1242
1168, 28709,1238
1169, 28718,1240
1170, 28722,1241
1171, 28734,1236
1172, 28745,1232
1173, 28751,1230
1174, 28754,1230
1175, 28765,1228
1176, 28776,1221
1177, 28781,1227
1178, 28790,1231
1179, 28793,1233
1180, 28807,1230
1181, 28816,1224
1182, 28821,1223
1183, 28828,1225
1184, 28839,1225
1185, 28848,1224
1186, 28855,1227
1187, 28864,1224
1188, 28878,1212
1189, 28886,1211
1190, 28901,1202
1191, 28908,1205
1192, 28918,1200
1193, 28924,1199
1194, 28936,1194
1195, 28943,1193
1196, 28949,1196
1197, 28954,1194
1198, 28957,1202
1199, 28961,1205
1200, 28967,1210
1201, 28971,1214
1202, 28984,1210
1203, 28994,1206
1204, 29004,1204
1205, 29009,1211
1206, 29017,1207
1207, 29024,1203
1208, 29027,1205
1209, 29033,1205
1210, 29036,1214
1211, 29042,1213
1212, 29046,1216
1213, 29057,1217
1214, 29066,1213
1215, 29072,1215
1216, 29078,1217
1217, 29084,1221
1218, 29086,1222
1219, 29094,1222
1220, 29099,1224
1221, 29108,1224
1222, 29114,1220
1223, 29126,1214
1224, 29134,1211
1225, 29142,1208
1226, 29151,1205
1227, 29156,1206
1228, 29159,1208
1229, 29165,1206
1230, 29176,1205
1231, 29182,1202
1232, 29190,1197
1233, 29197,1198
1234, 29204,1197
1235, 29214,1189
1236, 29222,1185
1237, 29230,1181
1238, 29237,1183
1239, 29243,1181
