minutes,both,half
382, 14681,6883
383, 14710,6892
384, 14753,6908
385, 14782,6929
386, 14821,6942
387, 14860,6943
388, 14898,6957
389, 14934,6976
390, 14965,6978
391, 14993,6995
392, 15026,7012
393, 15066,7020
394, 15099,7040
395, 15133,7052
396, 15162,7067
397, 15194,7088
398, 15235,7101
399, 15257,7123
400, 15287,7145
401, 15312,7167
402, 15353,7170
403, 15381,7182
404, 15408,7205
405, 15439,7233
406, 15478,7243
407, 15519,7244
408, 15548,7259
409, 15584,7267
410, 15616,7272
411, 15655,7278
412, 15703,7281
413, 15742,7284
414, 15770,7298
415, 15804,7310
416, 15840,7319
417, 15882,7322
418, 15923,7320
419, 15971,7328
420, 15994,7348
421, 16025,7360
422, 16067,7373
423, 16103,7388
424, 16137,7389
425, 16175,7392
426, 16210,7400
427, 16245,7416
428, 16291,7412
429, 16322,7419
430, 16355,7432
431, 16408,7424
432, 16435,7449
433, 16471,7457
434, 16509,7461
435, 16546,7457
436, 16580,7465
437, 16614,7474
438, 16646,7482
439, 16686,7485
440, 16724,7485
441, 16761,7488
442, 16788,7512
443, 16825,7516
444, 16856,7524
445, 16885,7531
446, 16916,7553
446, 16916,7553
447, 16944,7568
448, 16978,7567
449, 17011,7577
450, 17054,7570
451, 17095,7570
452, 17123,7595
453, 17154,7603
454, 17189,7622
455, 17226,7634
456, 17257,7651
457, 17289,7662
458, 17327,7663
459, 17363,7671
460, 17393,7681
461, 17438,7672
462, 17471,7682
463, 17506,7685
464, 17540,7688
465, 17569,7713
466, 17608,7718
467, 17634,7743
468, 17677,7744
469, 17703,7751
470, 17745,7756
471, 17780,7770
472, 17825,7762
473, 17852,7775
474, 17879,7791
475, 17915,7797
476, 17951,7796
477, 17984,7789
478, 18014,7797
479, 18050,7797
480, 18079,7807
481, 18107,7808
482, 18147,7807
483, 18176,7820
484, 18211,7829
485, 18240,7843
486, 18281,7844
487, 18321,7846
488, 18358,7850
489, 18397,7854
490, 18439,7855
491, 18481,7858
492, 18513,7867
493, 18556,7872
494, 18595,7868
495, 18629,7871
496, 18666,7874
497, 18708,7868
498, 18744,7874
499, 18786,7884
500, 18815,7898
501, 18849,7909
502, 18883,7921
503, 18915,7937
504, 18941,7955
505, 18986,7948
506, 19008,7958
507, 19033,7961
508, 19068,7964
509, 19094,7978
510, 19141,7968
511, 19185,7970
512, 19212,7986
513, 19243,7991
514, 19282,7995
515, 19308,8004
516, 19339,8018
517, 19379,8006
518, 19407,8027
519, 19436,8031
520, 19466,8046
521, 19502,8046
522, 19536,8044
523, 19565,8052
524, 19596,8066
525, 19632,8065
526, 19656,8081
527, 19685,8077
528, 19729,8075
529, 19762,8081
530, 19803,8085
531, 19832,8102
532, 19877,8088
533, 19902,8105
534, 19944,8095
535, 19970,8104
536, 20004,8111
537, 20039,8117
538, 20080,8116
539, 20112,8130
540, 20143,8133
541, 20179,8146
542, 20211,8154
543, 20241,8165
544, 20264,8178
545, 20303,8175
546, 20335,8176
547, 20365,8180
548, 20392,8186
549, 20419,8207
550, 20455,8208
551, 20479,8220
552, 20517,8223
553, 20560,8218
554, 20588,8228
555, 20614,8247
556, 20649,8249
557, 20676,8256
558, 20715,8252
559, 20743,8264
560, 20779,8261
561, 20806,8272
562, 20844,8268
563, 20884,8267
564, 20915,8269
565, 20948,8277
566, 20993,8267
567, 21028,8262
568, 21071,8260
569, 21102,8252
570, 21132,8261
571, 21165,8264
572, 21209,8261
573, 21235,8275
574, 21271,8271
575, 21302,8282
576, 21344,8281
577, 21373,8289
578, 21404,8298
579, 21440,8288
580, 21460,8313
581, 21496,8303
582, 21522,8317
583, 21555,8321
584, 21579,8336
585, 21609,8334
586, 21633,8350
587, 21674,8353
588, 21705,8354
589, 21739,8354
590, 21772,8358
591, 21806,8352
592, 21839,8363
593, 21869,8369
594, 21898,8366
595, 21930,8370
596, 21962,8381
597, 21993,8378
598, 22031,8382
599, 22053,8390
600, 22078,8396
601, 22120,8396
602, 22152,8400
603, 22193,8404
604, 22222,8422
605, 22252,8430
606, 22280,8443
607, 22313,8440
608, 22346,8436
609, 22388,8432
610, 22421,8451
611, 22444,8460
612, 22485,8451
613, 22527,8446
614, 22571,8440
615, 22611,8440
616, 22637,8445
617, 22667,8446
618, 22707,8450
619, 22752,8450
620, 22784,8459
621, 22820,8467
622, 22861,8455
623, 22903,8454
624, 22931,8463
625, 22966,8455
626, 22997,8453
627, 23018,8461
628, 23053,8459
629, 23085,8460
630, 23121,8464
631, 23149,8471
632, 23170,8488
633, 23193,8503
634, 23225,8502
635, 23252,8508
636, 23288,8514
637, 23316,8526
638, 23339,8540
639, 23377,8547
640, 23409,8540
641, 23447,8539
642, 23478,8545
643, 23513,8539
644, 23545,8545
645, 23579,8547
646, 23607,8560
647, 23643,8566
648, 23674,8579
649, 23709,8573
650, 23741,8572
651, 23778,8558
652, 23805,8565
653, 23835,8569
654, 23862,8581
655, 23889,8597
656, 23921,8606
657, 23958,8597
658, 23990,8604
659, 24029,8603
660, 24072,8596
661, 24111,8595
662, 24146,8595
663, 24185,8588
664, 24221,8580
665, 24250,8586
666, 24277,8591
667, 24317,8582
668, 24346,8591
669, 24380,8592
670, 24412,8603
671, 24445,8599
672, 24474,8607
673, 24507,8618
674, 24534,8624
675, 24563,8626
676, 24598,8628
677, 24635,8620
678, 24663,8626
679, 24689,8634
680, 24722,8638
681, 24750,8656
682, 24775,8671
683, 24808,8669
684, 24847,8664
685, 24875,8673
686, 24907,8671
687, 24926,8681
688, 24949,8696
689, 24980,8688
690, 25013,8687
691, 25038,8701
692, 25077,8691
693, 25109,8698
694, 25144,8694
695, 25179,8681
696, 25213,8688
697, 25245,8693
698, 25272,8694
699, 25299,8710
700, 25331,8703
701, 25365,8704
702, 25390,8710
703, 25426,8707
704, 25456,8707
705, 25494,8703
706, 25527,8703
707, 25569,8695
708, 25601,8689
709, 25638,8690
710, 25676,8681
711, 25706,8684
712, 25733,8689
713, 25775,8688
714, 25812,8688
715, 25843,8686
716, 25875,8687
717, 25898,8711
718, 25929,8705
719, 25962,8696
720, 25998,8692
721, 26023,8692
722, 26061,8683
723, 26093,8678
724, 26127,8673
725, 26155,8681
726, 26181,8687
727, 26214,8686
728, 26253,8679
729, 26288,8677
730, 26326,8673
731, 26352,8666
732, 26372,8673
733, 26398,8690
734, 26435,8684
735, 26468,8682
736, 26507,8677
737, 26537,8674
738, 26562,8684
739, 26585,8691
740, 26619,8692
741, 26655,8685
742, 26689,8683
743, 26717,8687
744, 26748,8684
745, 26775,8682
745, 26776,8681
746, 26807,8684
747, 26836,8689
748, 26861,8695
749, 26895,8681
750, 26918,8689
751, 26955,8691
752, 26986,8684
753, 27018,8694
754, 27041,8702
755, 27073,8709
756, 27110,8700
757, 27141,8690
758, 27179,8682
759, 27205,8683
760, 27238,8675
761, 27271,8670
762, 27303,8663
763, 27324,8668
764, 27345,8676
765, 27372,8689
766, 27403,8689
767, 27434,8688
768, 27460,8693
769, 27494,8682
770, 27529,8673
771, 27559,8673
772, 27582,8666
773, 27612,8667
774, 27641,8663
775, 27668,8663
776, 27693,8660
777, 27714,8672
778, 27747,8668
779, 27777,8667
780, 27805,8673
781, 27830,8674
782, 27868,8674
783, 27897,8672
784, 27923,8675
785, 27950,8672
786, 27977,8683
787, 28008,8681
788, 28045,8664
789, 28076,8663
790, 28105,8663
791, 28140,8646
792, 28176,8635
793, 28214,8637
794, 28247,8632
795, 28271,8639
796, 28297,8645
797, 28329,8645
798, 28355,8650
799, 28385,8651
800, 28408,8660
801, 28427,8676
802, 28467,8665
803, 28497,8659
804, 28516,8666
805, 28546,8662
806, 28571,8671
807, 28598,8677
808, 28626,8680
809, 28659,8670
810, 28690,8672
811, 28711,8675
812, 28740,8668
813, 28771,8662
814, 28801,8654
815, 28827,8655
816, 28862,8647
817, 28885,8647
818, 28911,8651
819, 28939,8656
820, 28965,8662
821, 28995,8660
821, 28995,8660
822, 29020,8660
823, 29049,8655
824, 29088,8640
825, 29116,8639
826, 29142,8642
827, 29179,8642
828, 29198,8640
829, 29227,8649
830, 29251,8646
831, 29276,8656
832, 29301,8652
833, 29328,8653
834, 29355,8653
835, 29389,8647
836, 29412,8656
837, 29432,8658
838, 29468,8652
839, 29499,8649
840, 29532,8633
841, 29559,8632
842, 29596,8614
843, 29632,8603
844, 29656,8617
845, 29685,8604
846, 29713,8595
847, 29743,8596
848, 29768,8606
849, 29794,8603
850, 29820,8610
851, 29844,8613
852, 29876,8599
853, 29905,8599
854, 29928,8595
855, 29963,8593
856, 29989,8590
857, 30027,8579
858, 30053,8571
858, 30053,8571
859, 30081,8572
860, 30114,8564
861, 30149,8555
862, 30177,8558
863, 30202,8548
864, 30220,8560
865, 30239,8568
866, 30279,8546
867, 30306,8544
868, 30336,8542
869, 30358,8547
870, 30390,8559
871, 30416,8562
872, 30442,8577
873, 30474,8575
874, 30493,8590
875, 30518,8587
876, 30538,8593
877, 30574,8585
878, 30605,8586
879, 30634,8585
880, 30668,8582
881, 30695,8577
882, 30726,8579
883, 30742,8587
884, 30767,8593
885, 30793,8586
886, 30824,8582
887, 30842,8595
888, 30868,8591
889, 30898,8575
890, 30925,8574
891, 30952,8565
892, 30976,8561
893, 31008,8558
894, 31033,8562
895, 31057,8569
896, 31078,8578
897, 31115,8562
898, 31151,8555
899, 31177,8552
900, 31206,8560
901, 31230,8562
901, 31230,8562
902, 31270,8534
903, 31303,8528
904, 31345,8504
905, 31370,8506
906, 31402,8501
907, 31424,8502
908, 31460,8490
909, 31486,8493
910, 31504,8503
911, 31525,8513
912, 31552,8519
913, 31578,8519
914, 31607,8514
915, 31648,8509
916, 31691,8496
917, 31717,8496
918, 31744,8495
919, 31775,8487
920, 31809,8477
921, 31836,8481
922, 31864,8475
923, 31883,8485
924, 31913,8484
925, 31965,8451
926, 31989,8462
927, 32012,8467
928, 32029,8478
929, 32050,8487
930, 32079,8502
931, 32110,8492
932, 32133,8494
933, 32169,8495
934, 32193,8495
935, 32229,8486
936, 32253,8487
937, 32285,8477
937, 32285,8477
938, 32316,8474
939, 32354,8459
940, 32376,8474
941, 32395,8473
942, 32424,8479
943, 32455,8486
944, 32482,8491
945, 32507,8500
946, 32537,8487
947, 32567,8486
948, 32599,8478
949, 32622,8480
950, 32655,8478
951, 32680,8479
952, 32702,8479
953, 32726,8478
954, 32758,8472
955, 32782,8484
956, 32807,8492
957, 32832,8498
958, 32850,8499
959, 32879,8492
960, 32902,8488
961, 32937,8481
962, 32966,8480
963, 33003,8475
964, 33024,8479
965, 33038,8482
966, 33069,8472
967, 33094,8471
968, 33126,8465
969, 33151,8461
970, 33180,8458
971, 33212,8454
972, 33240,8453
973, 33264,8454
974, 33293,8450
975, 33314,8455
976, 33334,8462
977, 33364,8455
978, 33392,8449
979, 33420,8450
980, 33445,8450
981, 33464,8467
982, 33490,8463
983, 33524,8458
984, 33549,8465
985, 33581,8455
986, 33604,8452
987, 33643,8436
988, 33667,8430
989, 33695,8429
990, 33716,8427
991, 33737,8424
992, 33764,8420
993, 33789,8419
994, 33813,8421
995, 33835,8419
996, 33863,8412
997, 33890,8409
998, 33927,8399
999, 33962,8387
1000, 33987,8383
1001, 34007,8386
1002, 34034,8379
1003, 34058,8369
1004, 34079,8373
1005, 34100,8376
1006, 34132,8370
1007, 34158,8360
1008, 34181,8364
1009, 34209,8359
1010, 34236,8354
1011, 34266,8353
1012, 34292,8347
1013, 34323,8334
1014, 34358,8324
1015, 34389,8312
1016, 34407,8319
1017, 34434,8314
1018, 34458,8315
1019, 34480,8315
1020, 34512,8298
1021, 34547,8281
1022, 34567,8287
1023, 34594,8285
1024, 34620,8285
1025, 34646,8278
1026, 34666,8283
1027, 34695,8276
1028, 34717,8282
1029, 34735,8294
1030, 34762,8288
1031, 34790,8279
1032, 34803,8290
1033, 34836,8279
1034, 34864,8270
1035, 34888,8276
1036, 34905,8282
1037, 34934,8265
1038, 34959,8262
1039, 34979,8266
1040, 35014,8256
1041, 35041,8255
1042, 35069,8248
1042, 35070,8247
1043, 35094,8239
1044, 35121,8240
1045, 35148,8232
1046, 35174,8229
1047, 35191,8237
1048, 35214,8237
1049, 35242,8221
1050, 35262,8231
1051, 35283,8240
1052, 35311,8232
1053, 35331,8225
1054, 35360,8213
1055, 35381,8217
1056, 35409,8213
1057, 35435,8207
1058, 35453,8214
1059, 35475,8215
1060, 35497,8214
1061, 35518,8211
1062, 35536,8205
1063, 35554,8212
1064, 35573,8219
1065, 35600,8208
1066, 35623,8208
1067, 35642,8206
1068, 35669,8192
1069, 35700,8188
1070, 35716,8188
1071, 35744,8180
1072, 35756,8187
1073, 35782,8180
1074, 35804,8179
1075, 35821,8174
1076, 35840,8175
1077, 35866,8164
1078, 35892,8161
1079, 35913,8155
1080, 35936,8148
1081, 35958,8141
1082, 35975,8139
1083, 36003,8127
1084, 36030,8113
1085, 36053,8110
1086, 36071,8105
1087, 36088,8102
1088, 36107,8096
1089, 36128,8090
1090, 36146,8079
1091, 36170,8070
1092, 36191,8068
1093, 36213,8055
1094, 36234,8050
1095, 36258,8032
1096, 36273,8030
1097, 36293,8025
1098, 36309,8025
1099, 36324,8023
1100, 36341,8020
1101, 36365,8015
1102, 36378,8015
1103, 36397,8010
1104, 36414,8013
1105, 36431,8009
1106, 36452,8002
1107, 36477,7993
1108, 36496,7989
1109, 36514,7988
1110, 36526,7992
1111, 36540,7991
1112, 36555,7990
1113, 36575,7990
1114, 36589,7984
1115, 36603,7983
1116, 36621,7972
1117, 36638,7961
1118, 36653,7959
1119, 36664,7964
1120, 36691,7953
1121, 36703,7958
1122, 36720,7954
1123, 36738,7949
1124, 36757,7944
1125, 36777,7938
1126, 36796,7933
1127, 36820,7923
1128, 36830,7931
1129, 36840,7931
1130, 36856,7930
1131, 36871,7928
1132, 36888,7922
1133, 36901,7922
1134, 36918,7914
1135, 36935,7914
1136, 36946,7915
1137, 36953,7920
1138, 36969,7916
1139, 36986,7909
1140, 37001,7904
1141, 37013,7907
1142, 37029,7900
1143, 37046,7898
1144, 37057,7897
1145, 37075,7889
1146, 37088,7887
1147, 37102,7883
1148, 37120,7876
1149, 37133,7876
1150, 37147,7874
1151, 37164,7867
1152, 37179,7864
1153, 37188,7864
1153, 37189,7863
1154, 37200,7861
1155, 37210,7863
1156, 37227,7857
1157, 37238,7851
1158, 37251,7848
1159, 37266,7843
1160, 37274,7848
1161, 37287,7845
1162, 37296,7846
1163, 37308,7849
1164, 37322,7845
1165, 37333,7844
1166, 37347,7834
1167, 37359,7827
1168, 37369,7825
1169, 37384,7824
1170, 37395,7830
1171, 37409,7822
1172, 37416,7825
1173, 37428,7822
1174, 37442,7821
1175, 37450,7818
1176, 37457,7823
1177, 37463,7826
1178, 37479,7819
1179, 37492,7811
1180, 37509,7804
1181, 37520,7799
1182, 37530,7798
1183, 37541,7801
1184, 37551,7804
1185, 37562,7803
1186, 37574,7800
1187, 37588,7794
1188, 37600,7785
1189, 37611,7784
1190, 37623,7780
1191, 37631,7790
1192, 37645,7785
1193, 37648,7793
1193, 37648,7793
1194, 37656,7790
1195, 37669,7789
1196, 37683,7787
1197, 37690,7791
1198, 37695,7800
1199, 37712,7796
1200, 37724,7793
1201, 37735,7795
1202, 37749,7792
1203, 37759,7793
1204, 37769,7789
1205, 37776,7789
1206, 37788,7785
1207, 37794,7783
1208, 37802,7784
1209, 37811,7781
1210, 37827,7773
1211, 37836,7770
1212, 37852,7761
1213, 37865,7756
1214, 37878,7745
1215, 37889,7740
1216, 37899,7741
1217, 37908,7739
1218, 37917,7736
1219, 37929,7730
1220, 37933,7736
1221, 37943,7736
1222, 37953,7735
1223, 37968,7723
1223, 37968,7723
1224, 37979,7720
1225, 37989,7722
1226, 37997,7720
1227, 38012,7713
1228, 38021,7709
1229, 38033,7709
1230, 38043,7703
1231, 38058,7699
1232, 38068,7701
1233, 38079,7700
1234, 38089,7700
1235, 38095,7700
1236, 38102,7703
1237, 38112,7701
1238, 38121,7698
1239, 38131,7701
1240, 38138,7704
1241, 38144,7702
1242, 38154,7699
1243, 38162,7697
1244, 38172,7695
1245, 38177,7699
1246, 38182,7704
1247, 38189,7700
1248, 38200,7698
1249, 38210,7693
1250, 38223,7689
1251, 38234,7685
1252, 38248,7683
1253, 38255,7683
1254, 38261,7687
1255, 38272,7682
1256, 38277,7680
1257, 38294,7672
1258, 38306,7663
1259, 38312,7669
1260, 38320,7670
1261, 38327,7667
1262, 38335,7668
1263, 38349,7661
1264, 38360,7661
1265, 38364,7665
1266, 38373,7664
1267, 38385,7657
1268, 38395,7656
1269, 38403,7655
1270, 38408,7656
1271, 38413,7661
1272, 38423,7660
1273, 38427,7664
1274, 38437,7661
1275, 38442,7661
1276, 38450,7658
1277, 38456,7660
1278, 38465,7656
1279, 38468,7654
1280, 38474,7650
1281, 38480,7652
1282, 38485,7654
1283, 38489,7657
1284, 38498,7655
1285, 38508,7649
1286, 38514,7652
1287, 38521,7653
1288, 38525,7656
1289, 38537,7653
1290, 38545,7651
1291, 38565,7640
1292, 38573,7638
1293, 38577,7640
1294, 38585,7648
1295, 38596,7640
1296, 38606,7637
1297, 38617,7634
1298, 38626,7633
1299, 38632,7635
1300, 38641,7635
1301, 38649,7635
1302, 38656,7639
1303, 38661,7644
1304, 38665,7643
1305, 38675,7637
1306, 38681,7635
1307, 38684,7637
1308, 38689,7645
1309, 38697,7643
1310, 38708,7638
1311, 38712,7645
1312, 38717,7647
1313, 38730,7639
1314, 38741,7636
1315, 38748,7637
1316, 38759,7630
1317, 38765,7631
1318, 38772,7631
1319, 38781,7626
1320, 38788,7626
1321, 38796,7627
1322, 38806,7623
1323, 38822,7618
1324, 38826,7615
1325, 38830,7620
1326, 38844,7611
1327, 38855,7607
1328, 38863,7607
1329, 38873,7609
1330, 38878,7613
1331, 38890,7609
1332, 38896,7606
1333, 38900,7610
1334, 38905,7610
1335, 38910,7616
1336, 38918,7616
1337, 38926,7614
1338, 38932,7613
1339, 38944,7606
1340, 38953,7600
1341, 38961,7598
1342, 38969,7592
1343, 38978,7588
1344, 38986,7592
1345, 39001,7587
1346, 39009,7586
1347, 39013,7586
1348, 39018,7594
1349, 39027,7596
1350, 39032,7597
1351, 39039,7599
1352, 39049,7601
1353, 39058,7596
1354, 39069,7592
1355, 39077,7594
1356, 39085,7593
1357, 39096,7590
1358, 39104,7587
1359, 39112,7581
1360, 39123,7576
1361, 39136,7569
1362, 39148,7563
1363, 39156,7561
1364, 39162,7566
1365, 39169,7561
1366, 39178,7559
1367, 39183,7561
1368, 39189,7561
1369, 39196,7564
1370, 39208,7562
1371, 39220,7557
1372, 39225,7561
1373, 39230,7559
1374, 39236,7557
1375, 39238,7562
1376, 39246,7562
1377, 39252,7559
1378, 39256,7558
1379, 39259,7558
1380, 39270,7553
1381, 39276,7557
1382, 39282,7558
1383, 39289,7555
1384, 39298,7552
1385, 39305,7551
1386, 39313,7549
1387, 39323,7548
1388, 39328,7546
1389, 39336,7543
1390, 39339,7551
1391, 39350,7550
1392, 39356,7548
1393, 39363,7545
1394, 39370,7543
1395, 39375,7544
1396, 39384,7542
1397, 39390,7547
1398, 39395,7549
1399, 39404,7545
1400, 39411,7542
1401, 39414,7547
1402, 39422,7552
1403, 39426,7554
1404, 39434,7557
1405, 39440,7556
1406, 39448,7556
1407, 39454,7554
1408, 39459,7554
1409, 39463,7558
1410, 39472,7558
1411, 39479,7556
1412, 39485,7558
1413, 39491,7555
1414, 39493,7557
1415, 39501,7557
1416, 39511,7553
1417, 39519,7548
1417, 39519,7548
1418, 39526,7550
1419, 39536,7543
1420, 39543,7542
1421, 39549,7541
1422, 39556,7541
1423, 39561,7539
1424, 39571,7532
1425, 39579,7533
1426, 39584,7534
1427, 39589,7531
1428, 39597,7528
1429, 39603,7530
1430, 39608,7533
1431, 39616,7530
1432, 39622,7536
1433, 39628,7534
1434, 39638,7528
1435, 39646,7525
1436, 39653,7523
1437, 39664,7515
1438, 39676,7508
1439, 39683,7508
