minutes,both,firstonly
346, 17511, 9171
347, 17556, 9161
348, 17592, 9158
349, 17626, 9162
350, 17652, 9176
351, 17686, 9182
352, 17715, 9189
353, 17750, 9200
354, 17788, 9192
355, 17827, 9190
356, 17853, 9206
357, 17894, 9204
358, 17929, 9197
359, 17964, 9201
360, 17997, 9204
361, 18028, 9206
362, 18056, 9217
363, 18089, 9223
364, 18111, 9241
365, 18135, 9241
366, 18161, 9252
367, 18194, 9254
368, 18226, 9255
369, 18250, 9276
370, 18279, 9278
371, 18312, 9277
372, 18344, 9276
373, 18367, 9284
374, 18399, 9291
375, 18433, 9293
376, 18474, 9293
377, 18503, 9297
378, 18529, 9314
379, 18564, 9318
380, 18599, 9315
381, 18634, 9313
382, 18663, 9325
383, 18694, 9325
384, 18729, 9315
385, 18765, 9318
386, 18803, 9311
387, 18831, 9326
388, 18857, 9344
389, 18883, 9349
390, 18917, 9352
391, 18943, 9356
392, 18967, 9366
393, 19000, 9359
394, 19031, 9362
395, 19057, 9368
396, 19076, 9381
397, 19100, 9388
398, 19128, 9386
399, 19155, 9392
400, 19183, 9398
401, 19210, 9397
402, 19232, 9418
403, 19267, 9412
404, 19295, 9419
405, 19326, 9415
406, 19358, 9415
407, 19385, 9421
408, 19415, 9422
409, 19450, 9411
410, 19477, 9416
411, 19509, 9417
412, 19543, 9422
413, 19572, 9419
414, 19602, 9424
415, 19636, 9425
416, 19667, 9430
417, 19692, 9440
418, 19720, 9442
419, 19750, 9451
420, 19786, 9443
421, 19813, 9448
422, 19840, 9452
423, 19871, 9453
424, 19892, 9468
425, 19913, 9485
426, 19943, 9486
427, 19973, 9493
428, 19995, 9498
429, 20024, 9501
430, 20050, 9509
431, 20095, 9502
432, 20130, 9488
433, 20164, 9480
434, 20198, 9476
435, 20233, 9469
436, 20260, 9484
437, 20288, 9493
438, 20319, 9500
439, 20342, 9515
440, 20369, 9510
441, 20392, 9516
442, 20420, 9523
443, 20444, 9537
444, 20466, 9538
445, 20496, 9544
446, 20535, 9536
447, 20571, 9533
448, 20598, 9543
449, 20623, 9555
450, 20651, 9556
451, 20684, 9565
452, 20703, 9572
453, 20735, 9571
454, 20764, 9572
455, 20795, 9561
456, 20836, 9550
457, 20858, 9557
458, 20878, 9571
459, 20905, 9569
460, 20923, 9576
461, 20949, 9577
462, 20976, 9591
463, 21002, 9591
464, 21027, 9592
465, 21058, 9592
466, 21081, 9603
467, 21106, 9607
468, 21131, 9603
469, 21168, 9596
470, 21201, 9588
471, 21232, 9594
472, 21263, 9591
473, 21282, 9608
474, 21307, 9622
475, 21342, 9610
476, 21366, 9625
477, 21396, 9628
478, 21419, 9633
479, 21454, 9624
480, 21481, 9632
481, 21511, 9626
482, 21534, 9635
483, 21555, 9648
484, 21577, 9666
485, 21602, 9672
486, 21630, 9678
487, 21669, 9676
488, 21699, 9672
489, 21723, 9682
490, 21754, 9683
491, 21784, 9686
492, 21812, 9693
493, 21831, 9705
494, 21850, 9718
495, 21884, 9714
496, 21909, 9720
497, 21938, 9718
498, 21970, 9722
499, 21993, 9728
500, 22018, 9730
501, 22041, 9741
502, 22070, 9742
503, 22096, 9751
504, 22123, 9758
505, 22149, 9762
506, 22187, 9756
507, 22212, 9765
508, 22245, 9759
509, 22272, 9760
510, 22300, 9754
511, 22326, 9767
512, 22353, 9768
513, 22380, 9776
514, 22411, 9776
515, 22430, 9799
516, 22450, 9817
517, 22479, 9824
518, 22505, 9835
519, 22524, 9852
520, 22545, 9859
521, 22572, 9862
522, 22613, 9854
523, 22634, 9870
524, 22663, 9870
525, 22689, 9872
526, 22721, 9871
527, 22740, 9886
528, 22766, 9899
529, 22796, 9902
530, 22828, 9902
531, 22850, 9904
532, 22890, 9902
533, 22921, 9910
534, 22950, 9912
535, 22972, 9915
536, 22999, 9927
537, 23027, 9934
538, 23058, 9934
539, 23081, 9955
540, 23105, 9963
541, 23129, 9970
542, 23151, 9971
543, 23174, 9980
544, 23203, 9973
545, 23226, 9988
546, 23253, 9994
547, 23281, 9999
548, 23305,10006
549, 23328,10020
550, 23353,10031
551, 23381,10029
552, 23400,10038
553, 23428,10038
554, 23448,10052
555, 23479,10041
556, 23508,10045
557, 23537,10048
558, 23566,10046
559, 23596,10039
560, 23622,10041
561, 23652,10044
562, 23675,10044
563, 23705,10046
564, 23735,10057
565, 23756,10070
566, 23774,10088
567, 23806,10087
568, 23828,10095
569, 23863,10093
570, 23886,10104
571, 23924,10098
572, 23953,10100
573, 23983,10090
574, 24012,10094
575, 24039,10095
576, 24069,10098
577, 24102,10097
578, 24131,10093
579, 24157,10106
580, 24181,10109
581, 24205,10121
582, 24227,10132
583, 24249,10140
584, 24276,10135
585, 24301,10132
586, 24325,10141
587, 24359,10140
588, 24377,10153
589, 24410,10161
590, 24432,10176
591, 24457,10181
592, 24483,10177
593, 24502,10187
594, 24525,10191
595, 24544,10210
596, 24572,10217
597, 24604,10214
598, 24634,10220
599, 24658,10225
600, 24686,10227
601, 24714,10231
602, 24725,10247
603, 24750,10243
604, 24784,10235
605, 24808,10229
606, 24841,10234
607, 24879,10220
608, 24902,10218
609, 24932,10211
610, 24964,10214
611, 24990,10227
612, 25018,10223
613, 25039,10239
614, 25067,10248
615, 25102,10244
616, 25128,10253
617, 25157,10249
618, 25182,10248
619, 25213,10250
620, 25238,10259
621, 25271,10261
622, 25298,10253
623, 25330,10252
624, 25357,10262
625, 25388,10264
626, 25423,10269
627, 25449,10263
628, 25472,10272
629, 25499,10282
630, 25524,10283
631, 25560,10277
632, 25579,10279
633, 25602,10290
634, 25627,10294
635, 25661,10286
636, 25690,10283
637, 25717,10282
638, 25746,10284
639, 25771,10282
640, 25798,10291
641, 25824,10289
642, 25854,10294
643, 25879,10290
644, 25905,10289
645, 25938,10292
646, 25972,10281
647, 25989,10295
648, 26020,10287
649, 26046,10288
650, 26067,10289
651, 26103,10281
652, 26130,10279
653, 26156,10287
654, 26181,10287
655, 26220,10269
656, 26247,10271
657, 26266,10278
658, 26291,10276
659, 26322,10279
660, 26348,10290
661, 26379,10283
662, 26400,10295
663, 26426,10294
664, 26451,10303
665, 26473,10306
666, 26500,10304
667, 26525,10306
668, 26551,10306
669, 26576,10303
670, 26609,10306
671, 26644,10292
672, 26673,10274
673, 26700,10273
674, 26724,10276
675, 26747,10274
676, 26769,10276
677, 26796,10278
678, 26831,10271
679, 26864,10260
680, 26894,10251
681, 26918,10259
682, 26941,10263
683, 26966,10263
684, 26998,10258
685, 27023,10269
686, 27050,10265
687, 27081,10262
688, 27116,10257
689, 27147,10255
690, 27172,10257
691, 27189,10264
692, 27216,10265
693, 27256,10260
694, 27279,10271
695, 27299,10278
696, 27321,10277
697, 27345,10277
698, 27367,10284
699, 27398,10285
700, 27424,10292
701, 27450,10295
702, 27473,10297
703, 27507,10291
704, 27534,10288
705, 27560,10292
706, 27577,10306
707, 27600,10316
708, 27634,10312
709, 27652,10318
710, 27687,10304
711, 27708,10316
712, 27740,10311
713, 27773,10303
714, 27800,10306
715, 27827,10312
716, 27849,10312
717, 27879,10313
718, 27902,10319
719, 27929,10316
720, 27963,10317
721, 27992,10310
722, 28016,10316
723, 28038,10326
724, 28058,10333
725, 28081,10335
726, 28096,10346
727, 28122,10348
728, 28138,10353
729, 28165,10352
730, 28194,10350
731, 28215,10357
732, 28236,10361
733, 28278,10338
734, 28311,10337
735, 28346,10325
736, 28373,10321
737, 28406,10317
738, 28428,10324
739, 28455,10320
740, 28478,10326
741, 28502,10332
742, 28522,10338
743, 28544,10331
744, 28561,10344
745, 28580,10350
746, 28606,10350
747, 28628,10343
748, 28656,10338
749, 28674,10339
750, 28699,10334
751, 28724,10328
752, 28736,10343
753, 28763,10345
754, 28799,10329
755, 28822,10324
756, 28849,10318
757, 28879,10310
758, 28906,10305
759, 28922,10306
760, 28946,10309
761, 28977,10303
762, 28998,10308
763, 29018,10315
764, 29050,10302
765, 29076,10303
766, 29104,10301
767, 29131,10291
768, 29156,10286
769, 29182,10280
770, 29209,10281
771, 29227,10285
772, 29249,10287
773, 29271,10296
774, 29298,10293
775, 29328,10280
776, 29357,10277
777, 29385,10272
778, 29409,10270
779, 29426,10273
780, 29445,10276
781, 29470,10287
782, 29497,10278
783, 29519,10276
784, 29548,10263
785, 29569,10257
786, 29587,10258
787, 29613,10252
788, 29641,10244
789, 29662,10248
790, 29691,10236
791, 29719,10242
792, 29743,10241
793, 29767,10239
794, 29792,10236
795, 29810,10237
796, 29837,10244
797, 29871,10228
798, 29900,10230
799, 29921,10237
800, 29943,10239
801, 29963,10250
802, 29988,10250
803, 30019,10240
804, 30046,10246
805, 30063,10256
806, 30093,10242
807, 30123,10228
808, 30143,10236
809, 30164,10237
810, 30185,10235
811, 30211,10238
812, 30231,10237
813, 30250,10234
814, 30267,10244
815, 30290,10249
816, 30320,10244
817, 30346,10246
818, 30370,10245
819, 30387,10247
820, 30410,10248
821, 30433,10241
822, 30463,10241
823, 30484,10253
824, 30521,10245
825, 30548,10238
826, 30567,10242
827, 30593,10236
828, 30613,10238
829, 30650,10222
830, 30680,10216
831, 30701,10220
832, 30728,10215
833, 30749,10221
834, 30773,10215
835, 30798,10202
836, 30831,10189
837, 30858,10181
838, 30890,10169
839, 30916,10166
840, 30941,10163
841, 30978,10144
842, 31000,10140
843, 31034,10122
844, 31055,10121
845, 31084,10120
846, 31106,10115
847, 31130,10112
848, 31155,10110
849, 31172,10108
850, 31194,10109
851, 31230,10096
852, 31255,10097
853, 31280,10103
854, 31300,10112
855, 31333,10096
856, 31353,10097
857, 31380,10093
858, 31407,10093
859, 31438,10084
860, 31453,10094
861, 31480,10093
862, 31506,10092
863, 31534,10088
864, 31555,10098
865, 31578,10093
866, 31602,10089
867, 31627,10094
868, 31648,10092
869, 31665,10093
870, 31688,10087
871, 31713,10085
872, 31738,10077
873, 31752,10082
874, 31773,10079
875, 31803,10061
876, 31839,10048
877, 31863,10047
878, 31895,10040
879, 31910,10046
880, 31932,10046
881, 31955,10041
882, 31981,10044
883, 32000,10051
884, 32025,10042
885, 32053,10036
886, 32080,10025
887, 32097,10032
888, 32112,10039
889, 32139,10041
890, 32160,10043
891, 32183,10045
892, 32212,10038
893, 32237,10036
894, 32257,10035
895, 32278,10035
896, 32301,10032
897, 32322,10030
898, 32352,10027
899, 32387,10013
900, 32411,10010
901, 32436,10015
902, 32458,10018
903, 32493,10003
904, 32512,10009
905, 32538, 9997
906, 32552,10003
907, 32574,10000
908, 32596, 9993
909, 32618, 9991
910, 32645, 9985
911, 32668, 9988
912, 32695, 9983
913, 32722, 9982
914, 32746, 9980
915, 32780, 9964
916, 32807, 9960
917, 32832, 9947
918, 32854, 9948
919, 32882, 9933
920, 32907, 9932
921, 32934, 9922
922, 32959, 9915
923, 32982, 9922
924, 32998, 9933
925, 33017, 9938
926, 33041, 9930
927, 33073, 9917
928, 33085, 9927
929, 33106, 9937
930, 33121, 9944
931, 33143, 9943
932, 33166, 9952
933, 33185, 9950
934, 33205, 9950
935, 33222, 9951
936, 33246, 9949
937, 33270, 9944
938, 33299, 9937
939, 33334, 9923
940, 33367, 9913
941, 33390, 9907
942, 33408, 9904
943, 33422, 9902
944, 33452, 9893
945, 33485, 9889
946, 33510, 9884
947, 33530, 9880
948, 33549, 9883
949, 33567, 9897
950, 33583, 9899
951, 33601, 9894
952, 33626, 9892
953, 33650, 9883
954, 33673, 9874
955, 33692, 9869
956, 33713, 9870
957, 33734, 9867
958, 33762, 9863
959, 33786, 9857
960, 33806, 9857
961, 33828, 9855
962, 33860, 9845
963, 33887, 9836
964, 33900, 9843
965, 33920, 9843
966, 33958, 9825
967, 33979, 9824
968, 33999, 9822
969, 34012, 9822
970, 34037, 9814
971, 34060, 9813
972, 34089, 9804
973, 34112, 9800
974, 34138, 9794
975, 34157, 9792
976, 34186, 9782
977, 34208, 9770
978, 34229, 9770
979, 34244, 9776
980, 34262, 9782
981, 34277, 9787
982, 34303, 9779
983, 34321, 9774
984, 34351, 9761
985, 34369, 9758
986, 34404, 9736
987, 34423, 9736
988, 34441, 9734
989, 34465, 9728
990, 34488, 9723
991, 34512, 9719
992, 34539, 9717
993, 34565, 9708
994, 34593, 9695
995, 34616, 9690
996, 34640, 9684
997, 34655, 9683
998, 34678, 9673
999, 34715, 9653
1000, 34733, 9657
1001, 34747, 9663
1002, 34764, 9669
1003, 34791, 9656
1004, 34805, 9659
1005, 34830, 9657
1006, 34851, 9654
1007, 34880, 9636
1008, 34901, 9633
1009, 34919, 9622
1010, 34934, 9624
1011, 34961, 9614
1012, 34986, 9609
1013, 35008, 9596
1014, 35031, 9594
1015, 35051, 9589
1016, 35078, 9594
1017, 35106, 9580
1018, 35129, 9574
1019, 35146, 9566
1020, 35157, 9567
1021, 35174, 9570
1022, 35194, 9560
1023, 35208, 9563
1024, 35227, 9554
1025, 35252, 9543
1026, 35277, 9540
1027, 35304, 9536
1028, 35328, 9532
1029, 35349, 9532
1030, 35369, 9523
1031, 35391, 9514
1032, 35420, 9497
1033, 35438, 9494
1034, 35459, 9490
1035, 35477, 9489
1036, 35501, 9472
1037, 35518, 9478
1038, 35537, 9480
1039, 35556, 9483
1040, 35580, 9476
1041, 35587, 9478
1042, 35609, 9476
1043, 35627, 9476
1044, 35645, 9476
1045, 35673, 9461
1046, 35704, 9443
1047, 35723, 9431
1048, 35738, 9429
1049, 35750, 9438
1050, 35768, 9440
1051, 35793, 9428
1052, 35810, 9423
1053, 35833, 9412
1054, 35855, 9402
1055, 35877, 9396
1056, 35897, 9393
1057, 35918, 9388
1058, 35929, 9393
1059, 35955, 9376
1060, 35968, 9374
1061, 35980, 9381
1062, 36009, 9366
1063, 36030, 9354
1064, 36054, 9346
1065, 36074, 9340
1066, 36093, 9335
1067, 36113, 9327
1068, 36131, 9322
1069, 36149, 9321
1070, 36160, 9329
1071, 36181, 9325
1072, 36200, 9321
1073, 36222, 9314
1074, 36244, 9304
1075, 36262, 9298
1076, 36280, 9294
1077, 36297, 9286
1078, 36313, 9280
1079, 36331, 9271
1080, 36351, 9260
1081, 36366, 9257
1082, 36386, 9246
1083, 36403, 9247
1084, 36420, 9242
1085, 36445, 9230
1086, 36467, 9221
1087, 36485, 9219
1088, 36500, 9210
1089, 36517, 9208
1090, 36534, 9207
1091, 36553, 9206
1092, 36568, 9205
1093, 36583, 9196
1094, 36599, 9186
1095, 36618, 9179
1096, 36635, 9173
1097, 36651, 9171
1098, 36673, 9162
1099, 36683, 9164
1100, 36700, 9164
1101, 36719, 9155
1102, 36731, 9151
1103, 36746, 9144
1104, 36764, 9139
1105, 36783, 9134
1106, 36802, 9130
1107, 36813, 9131
1108, 36823, 9130
1109, 36834, 9126
1110, 36843, 9126
1111, 36860, 9118
1112, 36879, 9111
1113, 36888, 9118
1114, 36896, 9119
1115, 36907, 9115
1116, 36919, 9114
1117, 36935, 9106
1118, 36954, 9094
1119, 36958, 9098
1120, 36976, 9087
1121, 36989, 9088
1122, 37005, 9083
1123, 37017, 9084
1124, 37028, 9082
1125, 37044, 9073
1126, 37060, 9069
1127, 37073, 9062
1128, 37087, 9065
1129, 37105, 9059
1130, 37116, 9052
1131, 37131, 9050
1132, 37142, 9047
1133, 37152, 9048
1134, 37163, 9047
1135, 37181, 9033
1136, 37192, 9033
1137, 37200, 9039
1138, 37212, 9038
1139, 37220, 9040
1140, 37233, 9030
1141, 37244, 9025
1142, 37257, 9016
1143, 37264, 9015
1144, 37273, 9016
1145, 37281, 9020
1146, 37287, 9018
1147, 37294, 9019
1148, 37301, 9024
1149, 37317, 9016
1150, 37330, 9013
1151, 37341, 9013
1152, 37353, 9012
1153, 37365, 9009
1154, 37383, 8998
1155, 37390, 9001
1156, 37401, 9001
1157, 37408, 9000
1158, 37415, 8999
1159, 37434, 8989
1160, 37445, 8988
1161, 37457, 8986
1162, 37461, 8991
1163, 37473, 8988
1164, 37478, 8989
1165, 37493, 8980
1166, 37502, 8976
1167, 37514, 8971
1168, 37524, 8969
1169, 37536, 8960
1170, 37540, 8959
1171, 37549, 8961
1172, 37562, 8952
1173, 37568, 8966
1174, 37578, 8966
1175, 37587, 8961
1176, 37596, 8958
1177, 37600, 8960
1178, 37603, 8963
1179, 37612, 8960
1180, 37623, 8955
1181, 37631, 8954
1182, 37640, 8949
1183, 37652, 8947
1184, 37664, 8941
1185, 37671, 8940
1186, 37679, 8942
1187, 37686, 8941
1188, 37696, 8934
1189, 37706, 8931
1190, 37715, 8927
1191, 37721, 8926
1192, 37731, 8923
1193, 37736, 8924
1194, 37742, 8926
1195, 37752, 8921
1196, 37760, 8918
1197, 37772, 8913
1198, 37784, 8908
1199, 37787, 8912
1200, 37789, 8921
1201, 37798, 8919
1202, 37812, 8913
1203, 37823, 8905
1204, 37829, 8906
1205, 37837, 8908
1206, 37841, 8913
1207, 37847, 8912
1208, 37855, 8911
1209, 37864, 8908
1210, 37870, 8909
1211, 37873, 8913
1212, 37881, 8906
1213, 37886, 8906
1214, 37892, 8906
1215, 37900, 8902
1216, 37905, 8900
1217, 37910, 8903
1218, 37913, 8903
1219, 37930, 8889
1220, 37934, 8891
1221, 37944, 8887
1222, 37951, 8886
1223, 37957, 8890
1224, 37971, 8883
1225, 37980, 8880
1226, 37987, 8884
1227, 37995, 8879
1228, 38004, 8878
1229, 38011, 8875
1230, 38017, 8874
1231, 38027, 8869
1232, 38033, 8867
1233, 38041, 8864
1234, 38047, 8866
1235, 38058, 8861
1236, 38064, 8861
1237, 38073, 8856
1238, 38081, 8851
1239, 38087, 8847
1240, 38098, 8842
1241, 38104, 8842
1242, 38108, 8847
1243, 38115, 8847
1244, 38119, 8849
1245, 38126, 8848
1246, 38133, 8844
1247, 38140, 8843
1248, 38144, 8845
1249, 38154, 8843
1250, 38159, 8845
1251, 38164, 8850
1252, 38171, 8846
1253, 38177, 8845
1254, 38186, 8842
1255, 38201, 8830
1256, 38210, 8825
1257, 38220, 8825
1258, 38228, 8825
1259, 38236, 8820
1260, 38244, 8820
1261, 38250, 8818
1262, 38255, 8820
1263, 38265, 8817
1264, 38268, 8824
1265, 38277, 8825
1266, 38281, 8825
1267, 38286, 8829
1268, 38290, 8829
1269, 38298, 8826
1270, 38301, 8827
1271, 38313, 8821
1272, 38317, 8823
1273, 38322, 8825
1274, 38330, 8823
1275, 38337, 8820
1276, 38345, 8817
