minutes,both,firstonly
56870, 44489, 6985
56880, 44494, 6983
56890, 44500, 6985
56900, 44505, 6982
56910, 44508, 6986
56920, 44512, 6985
56930, 44513, 6992
56940, 44521, 6987
56950, 44533, 6981
56960, 44541, 6977
56970, 44543, 6980
56980, 44545, 6979
56990, 44551, 6976
57000, 44556, 6973
57010, 44562, 6969
57020, 44569, 6966
57030, 44572, 6968
57040, 44578, 6964
57050, 44583, 6961
57060, 44588, 6961
57070, 44593, 6960
57080, 44596, 6963
57090, 44601, 6962
57100, 44606, 6960
57110, 44610, 6957
57120, 44620, 6950
57130, 44624, 6948
57140, 44626, 6950
57150, 44630, 6950
57160, 44632, 6953
57170, 44635, 6953
57180, 44640, 6952
57190, 44643, 6951
57200, 44652, 6949
57210, 44656, 6950
57220, 44663, 6950
57230, 44667, 6952
57240, 44677, 6954
57250, 44679, 6954
57260, 44681, 6956
57270, 44691, 6951
57280, 44702, 6945
57290, 44708, 6940
57300, 44715, 6935
57310, 44720, 6935
57320, 44727, 6932
57330, 44730, 6934
57340, 44735, 6931
57350, 44744, 6929
57360, 44749, 6927
57370, 44751, 6928
57380, 44758, 6925
57390, 44765, 6921
57400, 44769, 6920
57410, 44774, 6918
57420, 44785, 6911
57430, 44788, 6914
57440, 44791, 6911
57450, 44793, 6913
57460, 44805, 6907
57470, 44805, 6912
57480, 44806, 6916
57490, 44810, 6916
57500, 44817, 6913
57510, 44820, 6910
57520, 44820, 6916
57530, 44823, 6919
57540, 44826, 6926
57550, 44835, 6922
57560, 44840, 6920
57570, 44846, 6916
57580, 44848, 6917
57590, 44850, 6921
57600, 44852, 6924
57610, 44860, 6918
57620, 44867, 6913
57630, 44876, 6910
57640, 44882, 6910
57650, 44889, 6906
57660, 44892, 6913
57670, 44895, 6916
57680, 44898, 6917
57690, 44902, 6915
57700, 44910, 6909
57710, 44915, 6908
57720, 44927, 6901
57730, 44931, 6900
57740, 44941, 6892
57750, 44945, 6896
57760, 44947, 6900
57770, 44951, 6901
57780, 44953, 6900
57790, 44957, 6896
57800, 44960, 6901
57810, 44965, 6899
57820, 44969, 6902
57830, 44973, 6901
57840, 44979, 6900
57850, 44984, 6900
57860, 44996, 6893
57870, 45000, 6895
57880, 45003, 6895
57890, 45008, 6893
57900, 45014, 6893
57910, 45017, 6896
57920, 45026, 6890
57930, 45030, 6897
57940, 45036, 6894
57950, 45039, 6895
57960, 45044, 6893
57970, 45052, 6892
57980, 45059, 6889
57990, 45064, 6885
58000, 45069, 6883
58010, 45072, 6884
58020, 45078, 6883
58030, 45084, 6882
58040, 45089, 6889
58050, 45092, 6889
58060, 45093, 6894
58070, 45095, 6896
58080, 45101, 6892
58090, 45105, 6890
58100, 45111, 6887
58110, 45117, 6882
58120, 45124, 6884
58130, 45125, 6890
58140, 45127, 6891
58150, 45131, 6891
58160, 45135, 6892
58170, 45141, 6893
58180, 45146, 6891
58190, 45149, 6889
58200, 45152, 6892
58210, 45157, 6891
58220, 45160, 6894
58230, 45166, 6890
58240, 45170, 6889
58250, 45175, 6889
58260, 45184, 6883
58270, 45189, 6880
58280, 45195, 6876
58290, 45197, 6880
58300, 45201, 6880
58310, 45203, 6883
58320, 45208, 6886
58330, 45213, 6885
58340, 45221, 6877
58350, 45228, 6874
58360, 45236, 6868
58370, 45241, 6868
58380, 45246, 6868
58390, 45250, 6867
58400, 45255, 6869
58410, 45257, 6867
58420, 45261, 6870
58430, 45270, 6865
58440, 45278, 6859
58450, 45285, 6856
58460, 45288, 6857
58470, 45290, 6860
58480, 45295, 6859
58490, 45303, 6853
58500, 45308, 6851
58510, 45314, 6849
58520, 45318, 6847
58530, 45322, 6845
58540, 45324, 6845
58550, 45330, 6843
58560, 45336, 6839
58570, 45339, 6840
58580, 45342, 6839
58590, 45346, 6844
58600, 45349, 6844
58610, 45351, 6842
58620, 45361, 6834
58630, 45363, 6834
58640, 45367, 6832
58650, 45372, 6833
58660, 45376, 6833
58670, 45381, 6833
58680, 45390, 6826
58690, 45394, 6823
58700, 45397, 6827
58710, 45401, 6828
58720, 45413, 6821
58730, 45415, 6824
58740, 45420, 6826
58750, 45426, 6823
58760, 45435, 6817
58770, 45441, 6812
58780, 45446, 6811
58790, 45451, 6811
58800, 45455, 6809
58810, 45461, 6810
58820, 45464, 6811
58830, 45471, 6807
58840, 45479, 6804
58850, 45483, 6805
58860, 45489, 6801
58870, 45491, 6803
58880, 45495, 6805
58890, 45500, 6806
58900, 45504, 6804
58910, 45505, 6808
58920, 45505, 6809
58930, 45510, 6807
58940, 45514, 6807
58950, 45518, 6812
58960, 45520, 6820
58970, 45526, 6817
58980, 45530, 6820
58990, 45539, 6817
59000, 45542, 6816
59010, 45549, 6813
59020, 45552, 6814
59030, 45555, 6815
59040, 45556, 6818
59050, 45561, 6814
59060, 45567, 6814
59070, 45571, 6817
59080, 45580, 6811
59090, 45582, 6811
59100, 45583, 6816
59110, 45588, 6817
59120, 45597, 6811
59130, 45603, 6812
59140, 45612, 6806
59150, 45618, 6801
59160, 45620, 6806
59170, 45624, 6808
59180, 45625, 6814
59190, 45629, 6814
59200, 45637, 6810
59210, 45644, 6805
59220, 45650, 6806
59230, 45656, 6802
59240, 45658, 6803
59250, 45667, 6799
59260, 45668, 6802
59270, 45671, 6802
59280, 45677, 6800
59290, 45679, 6807
59300, 45686, 6808
59310, 45693, 6806
59320, 45695, 6809
59330, 45700, 6805
59340, 45706, 6802
59350, 45709, 6802
59360, 45711, 6804
59370, 45717, 6800
59380, 45724, 6796
59390, 45730, 6793
59400, 45734, 6796
59410, 45743, 6789
59420, 45747, 6787
59430, 45752, 6785
59440, 45758, 6783
59450, 45760, 6784
59460, 45764, 6782
59470, 45770, 6783
59480, 45777, 6780
59490, 45783, 6776
59500, 45787, 6777
59510, 45791, 6777
59520, 45798, 6777
59530, 45802, 6773
59540, 45810, 6768
59550, 45813, 6772
59560, 45818, 6770
59570, 45823, 6773
59580, 45825, 6775
59590, 45829, 6776
59600, 45832, 6779
59610, 45839, 6777
59620, 45846, 6775
59630, 45856, 6767
59640, 45858, 6768
59650, 45861, 6771
59660, 45869, 6767
59670, 45874, 6764
59680, 45879, 6765
59690, 45885, 6762
59700, 45887, 6764
59710, 45889, 6767
59720, 45893, 6768
59730, 45898, 6764
59740, 45900, 6766
59750, 45904, 6766
59760, 45908, 6765
59770, 45914, 6762
59780, 45921, 6760
59790, 45927, 6761
59800, 45933, 6758
59810, 45939, 6757
59820, 45944, 6758
59830, 45951, 6753
59840, 45956, 6748
59850, 45960, 6750
59860, 45966, 6746
59870, 45966, 6750
59880, 45968, 6751
59890, 45972, 6751
59900, 45976, 6752
59910, 45981, 6755
59920, 45985, 6754
59930, 45990, 6752
59940, 45996, 6747
59950, 45998, 6748
59960, 46004, 6747
59970, 46007, 6748
59980, 46009, 6750
59990, 46015, 6748
60000, 46022, 6745
60010, 46026, 6746
60020, 46029, 6745
60030, 46034, 6740
60040, 46039, 6738
60050, 46043, 6738
60060, 46050, 6735
60070, 46054, 6734
60080, 46055, 6734
60090, 46062, 6731
60100, 46068, 6727
60110, 46073, 6729
60120, 46077, 6726
60130, 46081, 6726
60140, 46086, 6725
60150, 46090, 6724
60160, 46096, 6722
60170, 46103, 6724
60180, 46109, 6722
60190, 46111, 6725
60200, 46115, 6723
60210, 46123, 6718
60220, 46127, 6715
60230, 46135, 6714
60240, 46139, 6715
60250, 46144, 6717
60260, 46149, 6716
60270, 46159, 6711
60280, 46161, 6713
60290, 46168, 6708
60300, 46173, 6706
60310, 46181, 6699
60320, 46186, 6697
60330, 46197, 6691
60340, 46203, 6687
60350, 46209, 6682
60360, 46210, 6684
60370, 46212, 6685
60380, 46218, 6684
60390, 46223, 6680
60400, 46229, 6676
60410, 46232, 6676
60420, 46233, 6681
60430, 46241, 6675
60440, 46244, 6682
60450, 46251, 6679
60460, 46256, 6674
60470, 46260, 6671
60480, 46267, 6668
60490, 46270, 6670
60500, 46273, 6671
60510, 46278, 6667
60520, 46279, 6671
60530, 46283, 6670
60540, 46289, 6674
60550, 46294, 6671
60560, 46301, 6666
60570, 46307, 6664
60580, 46314, 6661
60590, 46319, 6661
60600, 46329, 6655
60610, 46332, 6653
60620, 46336, 6655
60630, 46341, 6652
60640, 46343, 6651
60650, 46349, 6647
60660, 46355, 6644
60670, 46359, 6644
60680, 46363, 6643
60690, 46371, 6639
60700, 46376, 6639
60710, 46383, 6636
60720, 46386, 6638
60730, 46390, 6636
60740, 46395, 6631
60750, 46398, 6631
60760, 46400, 6631
60770, 46404, 6631
60780, 46408, 6634
60790, 46417, 6629
60800, 46420, 6633
60810, 46422, 6635
60820, 46422, 6638
60830, 46425, 6639
60840, 46432, 6643
60850, 46438, 6640
60860, 46440, 6643
60870, 46443, 6642
60880, 46449, 6639
60890, 46453, 6639
60900, 46458, 6642
60910, 46461, 6644
60920, 46468, 6640
60930, 46470, 6643
60940, 46474, 6645
60950, 46474, 6650
60960, 46479, 6649
60970, 46486, 6647
60980, 46492, 6648
60990, 46498, 6649
61000, 46502, 6650
61010, 46510, 6649
61020, 46516, 6646
61030, 46524, 6639
61040, 46531, 6636
61050, 46534, 6642
61060, 46537, 6642
61070, 46540, 6643
61080, 46545, 6640
61090, 46548, 6642
61100, 46553, 6641
61110, 46555, 6644
61120, 46562, 6640
61130, 46564, 6640
61140, 46570, 6639
61150, 46578, 6638
61160, 46581, 6640
61170, 46587, 6638
61180, 46592, 6636
61190, 46595, 6634
61200, 46599, 6633
61210, 46606, 6629
61220, 46611, 6628
61230, 46613, 6630
61240, 46617, 6629
61250, 46621, 6626
61260, 46625, 6624
61270, 46630, 6626
61280, 46635, 6622
61290, 46641, 6617
61300, 46645, 6615
61310, 46649, 6614
61320, 46650, 6616
61330, 46653, 6617
61340, 46659, 6614
61350, 46662, 6613
61360, 46668, 6611
61370, 46672, 6612
61380, 46680, 6607
61390, 46685, 6603
61400, 46687, 6605
61410, 46692, 6604
61420, 46696, 6603
61430, 46702, 6602
61440, 46708, 6601
61450, 46711, 6605
61460, 46720, 6603
61470, 46724, 6603
61480, 46727, 6603
61490, 46729, 6605
61500, 46735, 6605
61510, 46737, 6606
61520, 46738, 6606
61530, 46744, 6604
61540, 46751, 6601
61550, 46754, 6602
61560, 46756, 6600
61570, 46759, 6599
61580, 46765, 6596
61590, 46771, 6592
61600, 46777, 6586
61610, 46779, 6589
61620, 46785, 6588
61630, 46791, 6585
61640, 46794, 6585
61650, 46799, 6584
61660, 46803, 6587
61670, 46805, 6589
61680, 46814, 6584
61690, 46816, 6585
61700, 46821, 6585
61710, 46830, 6580
61720, 46836, 6578
61730, 46839, 6576
61740, 46842, 6574
61750, 46844, 6574
61760, 46848, 6571
61770, 46851, 6572
61780, 46857, 6570
61790, 46863, 6567
61800, 46870, 6563
61810, 46878, 6557
61820, 46880, 6558
61830, 46881, 6560
61840, 46886, 6559
61850, 46890, 6560
61860, 46894, 6559
61870, 46895, 6559
61880, 46900, 6555
61890, 46902, 6556
61900, 46903, 6558
61910, 46906, 6560
61920, 46915, 6552
61930, 46919, 6550
61940, 46925, 6545
61950, 46930, 6546
61960, 46935, 6544
61970, 46937, 6546
61980, 46943, 6543
61990, 46946, 6541
62000, 46952, 6542
62010, 46957, 6538
62020, 46960, 6537
62030, 46966, 6534
62040, 46971, 6529
62050, 46974, 6529
62060, 46977, 6533
62070, 46985, 6528
62080, 46992, 6528
62090, 46995, 6530
62100, 47000, 6530
62110, 47007, 6523
62120, 47011, 6522
62130, 47012, 6526
62140, 47017, 6525
62150, 47019, 6523
62160, 47028, 6518
62170, 47032, 6515
62180, 47034, 6519
62190, 47037, 6524
62200, 47047, 6516
62210, 47052, 6514
62220, 47058, 6512
62230, 47063, 6507
62240, 47064, 6511
62250, 47071, 6511
62260, 47073, 6516
62270, 47077, 6515
62280, 47085, 6509
62290, 47092, 6505
62300, 47096, 6502
62310, 47099, 6499
62320, 47104, 6496
62330, 47106, 6496
62340, 47112, 6495
62350, 47113, 6497
62360, 47116, 6498
62370, 47121, 6497
62380, 47127, 6494
62390, 47129, 6494
62400, 47133, 6492
62410, 47135, 6496
62420, 47142, 6493
62430, 47146, 6492
62440, 47150, 6494
62450, 47158, 6491
62460, 47160, 6491
62470, 47165, 6492
62480, 47171, 6486
62490, 47176, 6484
62500, 47178, 6483
62510, 47179, 6484
62520, 47183, 6484
62530, 47188, 6480
62540, 47189, 6482
62550, 47191, 6483
62560, 47193, 6485
62570, 47199, 6481
62580, 47199, 6483
62590, 47202, 6482
62600, 47205, 6483
62610, 47210, 6483
62620, 47214, 6485
62630, 47217, 6487
62640, 47223, 6484
62650, 47228, 6483
62660, 47228, 6485
62670, 47233, 6482
62680, 47235, 6484
62690, 47241, 6480
62700, 47244, 6481
62710, 47248, 6483
62720, 47256, 6482
62730, 47262, 6479
62740, 47265, 6480
62750, 47266, 6486
62760, 47270, 6485
62770, 47276, 6481
62780, 47284, 6478
62790, 47287, 6478
62800, 47289, 6476
62810, 47296, 6474
62820, 47301, 6469
62830, 47308, 6466
62840, 47309, 6469
62850, 47312, 6471
62860, 47314, 6472
62870, 47321, 6467
62880, 47326, 6467
62890, 47333, 6462
62900, 47334, 6465
62910, 47337, 6463
62920, 47340, 6470
62930, 47341, 6472
62940, 47344, 6472
62950, 47349, 6471
62960, 47355, 6468
62970, 47363, 6464
62980, 47368, 6464
62990, 47371, 6466
63000, 47373, 6464
63010, 47379, 6461
63020, 47381, 6459
63030, 47387, 6458
63040, 47390, 6457
63050, 47398, 6452
63060, 47400, 6450
63070, 47406, 6444
63080, 47412, 6438
63090, 47416, 6435
63100, 47420, 6438
63110, 47423, 6437
63120, 47428, 6435
63130, 47431, 6436
63140, 47435, 6433
63150, 47436, 6432
63160, 47439, 6432
63170, 47445, 6430
63180, 47451, 6426
63190, 47454, 6426
63200, 47457, 6428
63210, 47464, 6422
63220, 47468, 6419
63230, 47473, 6419
63240, 47476, 6421
63250, 47481, 6419
63260, 47483, 6422
63270, 47486, 6424
63280, 47489, 6426
63290, 47492, 6426
63300, 47497, 6427
63310, 47501, 6426
63320, 47507, 6423
63330, 47512, 6421
63340, 47513, 6423
63350, 47518, 6420
63360, 47521, 6418
63370, 47523, 6419
63380, 47525, 6417
63390, 47529, 6415
63400, 47533, 6412
63410, 47535, 6413
63420, 47540, 6410
63430, 47542, 6411
63440, 47543, 6412
63450, 47549, 6410
63460, 47549, 6412
63470, 47551, 6418
63480, 47555, 6419
63490, 47558, 6417
63500, 47563, 6419
63510, 47567, 6419
63520, 47577, 6411
63530, 47581, 6410
63540, 47587, 6409
63550, 47588, 6412
63560, 47590, 6414
63570, 47596, 6410
63580, 47600, 6409
63590, 47605, 6406
63600, 47610, 6406
63610, 47615, 6404
63620, 47618, 6403
63630, 47620, 6407
63640, 47623, 6407
63650, 47624, 6411
63660, 47626, 6411
63670, 47629, 6411
63680, 47635, 6407
63690, 47637, 6408
63700, 47639, 6408
63710, 47640, 6410
63720, 47647, 6405
63730, 47650, 6404
63740, 47654, 6405
63750, 47658, 6406
63760, 47660, 6409
63770, 47663, 6410
63780, 47665, 6410
63790, 47669, 6407
63800, 47670, 6411
63810, 47680, 6407
63820, 47683, 6411
63830, 47685, 6412
63840, 47690, 6408
63850, 47692, 6410
63860, 47694, 6410
63870, 47698, 6412
63880, 47699, 6414
63890, 47705, 6411
63900, 47709, 6412
63910, 47710, 6415
63920, 47713, 6415
63930, 47716, 6413
63940, 47717, 6414
63950, 47720, 6414
63960, 47722, 6415
63970, 47724, 6418
63980, 47731, 6416
63990, 47741, 6410
64000, 47745, 6408
64010, 47748, 6408
64020, 47753, 6406
64030, 47755, 6409
64040, 47757, 6410
64050, 47761, 6409
64060, 47765, 6407
64070, 47766, 6409
64080, 47771, 6410
64090, 47776, 6406
64100, 47778, 6408
64110, 47783, 6405
64120, 47788, 6403
64130, 47795, 6400
64140, 47799, 6400
64150, 47800, 6401
64160, 47802, 6402
64170, 47808, 6397
64180, 47816, 6391
64190, 47819, 6390
64200, 47820, 6390
64210, 47821, 6389
64220, 47825, 6387
64230, 47829, 6385
64240, 47831, 6388
64250, 47835, 6386
64260, 47838, 6388
64270, 47842, 6385
64280, 47843, 6389
64290, 47848, 6388
64300, 47854, 6387
64310, 47855, 6388
64320, 47857, 6389
64330, 47860, 6389
64340, 47865, 6389
64350, 47871, 6384
64360, 47876, 6384
64370, 47881, 6383
64380, 47888, 6380
64390, 47893, 6379
64400, 47897, 6379
64410, 47904, 6373
64420, 47910, 6368
64430, 47911, 6371
64440, 47912, 6372
64450, 47916, 6370
64460, 47921, 6370
64470, 47923, 6370
64480, 47926, 6368
64490, 47928, 6368
64500, 47932, 6369
64510, 47934, 6371
64520, 47937, 6371
64530, 47940, 6369
64540, 47944, 6367
64550, 47950, 6362
64560, 47957, 6356
64570, 47959, 6359
64580, 47960, 6360
64590, 47963, 6359
64600, 47965, 6363
64610, 47966, 6364
64620, 47967, 6367
64630, 47970, 6365
64640, 47972, 6366
64650, 47978, 6365
64660, 47983, 6365
64670, 47984, 6365
64680, 47988, 6363
64690, 47992, 6361
64700, 47997, 6359
64710, 47999, 6360
64720, 48006, 6354
64730, 48010, 6352
64740, 48015, 6349
64750, 48017, 6351
64760, 48022, 6348
64770, 48024, 6351
64780, 48027, 6352
64790, 48033, 6352
64800, 48034, 6354
64810, 48039, 6350
64820, 48042, 6348
64830, 48045, 6348
64840, 48049, 6346
64850, 48051, 6350
64860, 48056, 6346
64870, 48058, 6346
64880, 48059, 6348
64890, 48059, 6350
64900, 48060, 6353
64910, 48064, 6354
64920, 48066, 6354
64930, 48072, 6354
64940, 48073, 6353
64950, 48078, 6349
64960, 48081, 6351
64970, 48083, 6354
64980, 48083, 6357
64990, 48084, 6361
65000, 48090, 6356
65010, 48092, 6358
65020, 48097, 6356
65030, 48099, 6354
65040, 48100, 6356
65050, 48104, 6354
65060, 48113, 6349
65070, 48115, 6349
65080, 48121, 6346
65090, 48123, 6344
65100, 48128, 6342
65110, 48129, 6341
65120, 48131, 6341
65130, 48133, 6342
65140, 48138, 6339
65150, 48140, 6339
65160, 48142, 6342
65170, 48146, 6339
65180, 48150, 6337
65190, 48152, 6336
65200, 48157, 6335
65210, 48165, 6330
65220, 48169, 6330
65230, 48175, 6328
65240, 48179, 6324
65250, 48181, 6325
65260, 48185, 6321
65270, 48189, 6321
65280, 48196, 6315
65290, 48201, 6312
65300, 48202, 6315
65310, 48209, 6310
65320, 48210, 6311
65330, 48213, 6312
65340, 48213, 6313
65350, 48214, 6313
65360, 48216, 6315
65370, 48222, 6310
65380, 48223, 6311
65390, 48226, 6310
65400, 48230, 6311
65410, 48233, 6310
65420, 48235, 6311
65430, 48238, 6310
65440, 48243, 6311
65450, 48247, 6310
65460, 48249, 6310
65470, 48251, 6311
65480, 48254, 6309
65490, 48257, 6308
65500, 48261, 6308
65510, 48266, 6305
