minutes,both,firstonly
114,  5681, 9193
115,  5740, 9199
116,  5803, 9198
117,  5868, 9190
118,  5925, 9210
119,  5971, 9229
120,  6021, 9266
121,  6090, 9267
122,  6129, 9291
123,  6180, 9315
124,  6250, 9306
125,  6304, 9310
126,  6359, 9311
127,  6405, 9325
128,  6460, 9326
129,  6508, 9335
130,  6548, 9373
131,  6605, 9375
132,  6645, 9411
133,  6686, 9433
134,  6743, 9440
135,  6786, 9477
136,  6835, 9497
137,  6896, 9523
138,  6933, 9571
139,  6978, 9592
140,  7032, 9620
141,  7065, 9665
142,  7117, 9691
143,  7161, 9728
144,  7206, 9747
145,  7251, 9792
146,  7298, 9818
147,  7357, 9822
148,  7409, 9843
149,  7445, 9861
150,  7494, 9886
151,  7538, 9908
152,  7585, 9938
153,  7616, 9972
154,  7653,10002
155,  7692,10017
156,  7732,10041
157,  7771,10071
158,  7826,10095
159,  7862,10123
160,  7909,10158
161,  7947,10204
162,  8003,10229
163,  8045,10237
164,  8099,10271
165,  8138,10295
166,  8180,10321
167,  8228,10331
168,  8277,10349
169,  8320,10379
170,  8362,10419
171,  8406,10434
172,  8444,10459
173,  8486,10489
174,  8529,10512
175,  8566,10550
176,  8607,10576
177,  8649,10615
178,  8691,10645
179,  8735,10670
180,  8782,10699
181,  8827,10726
182,  8869,10757
183,  8902,10806
184,  8938,10839
185,  8986,10861
186,  9032,10906
187,  9062,10946
188,  9109,10975
189,  9148,11022
190,  9181,11059
191,  9218,11092
192,  9255,11131
193,  9299,11165
194,  9345,11196
195,  9387,11231
196,  9423,11270
197,  9456,11307
198,  9490,11340
199,  9522,11387
200,  9571,11407
201,  9609,11450
202,  9651,11452
203,  9686,11485
204,  9727,11514
205,  9767,11547
206,  9803,11569
207,  9843,11604
208,  9893,11640
209,  9936,11665
210,  9986,11691
211, 10025,11740
212, 10070,11770
213, 10096,11817
214, 10139,11850
215, 10173,11891
216, 10207,11914
217, 10257,11924
218, 10295,11958
219, 10340,11978
220, 10384,12008
221, 10426,12034
222, 10461,12071
223, 10498,12100
224, 10539,12131
225, 10572,12169
226, 10618,12193
227, 10657,12215
228, 10685,12259
229, 10722,12283
230, 10773,12305
231, 10803,12354
232, 10843,12387
233, 10878,12426
234, 10908,12463
235, 10948,12494
236, 10982,12523
237, 11017,12566
238, 11059,12588
239, 11095,12626
240, 11135,12644
241, 11172,12667
242, 11210,12692
243, 11243,12710
244, 11277,12739
245, 11306,12779
246, 11354,12792
247, 11395,12810
248, 11428,12839
249, 11460,12873
250, 11490,12897
251, 11523,12922
252, 11565,12936
253, 11608,12945
254, 11632,12991
255, 11674,13005
256, 11720,13019
257, 11765,13035
258, 11806,13039
259, 11838,13055
260, 11879,13070
261, 11922,13091
262, 11959,13113
263, 11993,13142
264, 12027,13178
265, 12081,13189
266, 12109,13218
267, 12140,13240
268, 12176,13255
269, 12208,13291
270, 12256,13290
271, 12297,13300
272, 12332,13323
273, 12364,13347
274, 12396,13388
275, 12440,13404
276, 12475,13429
277, 12517,13458
278, 12551,13478
279, 12590,13503
280, 12631,13523
281, 12673,13535
282, 12715,13550
283, 12750,13578
284, 12773,13623
285, 12814,13643
286, 12854,13668
287, 12881,13693
288, 12922,13702
289, 12979,13715
290, 13030,13717
291, 13065,13731
292, 13100,13739
293, 13132,13761
294, 13179,13763
295, 13222,13766
296, 13261,13779
297, 13296,13796
298, 13347,13807
299, 13382,13830
300, 13420,13832
301, 13462,13840
302, 13495,13859
303, 13527,13870
304, 13559,13881
305, 13593,13879
306, 13639,13884
307, 13680,13902
308, 13720,13905
309, 13752,13925
310, 13778,13950
311, 13808,13964
312, 13846,13970
313, 13873,13988
314, 13900,14014
315, 13934,14015
316, 13971,14011
317, 14006,14019
318, 14040,14030
319, 14072,14026
320, 14105,14033
321, 14144,14047
322, 14175,14061
323, 14216,14076
324, 14244,14094
325, 14279,14096
326, 14316,14100
327, 14355,14122
328, 14389,14142
329, 14429,14148
330, 14455,14170
331, 14485,14205
332, 14520,14206
333, 14560,14215
334, 14597,14217
335, 14622,14234
336, 14666,14231
337, 14701,14224
338, 14739,14233
339, 14783,14232
340, 14828,14230
341, 14853,14239
342, 14895,14233
343, 14935,14231
344, 14964,14242
345, 14999,14245
346, 15037,14258
347, 15073,14264
348, 15094,14291
349, 15139,14279
350, 15182,14275
351, 15220,14283
352, 15257,14291
353, 15291,14294
354, 15316,14317
355, 15344,14320
356, 15377,14320
357, 15412,14320
358, 15444,14325
359, 15483,14323
360, 15514,14321
361, 15544,14325
362, 15582,14320
363, 15612,14319
364, 15652,14307
365, 15673,14328
366, 15698,14340
367, 15731,14351
368, 15760,14356
369, 15795,14354
370, 15827,14365
371, 15852,14376
372, 15883,14382
373, 15916,14393
374, 15954,14392
375, 15984,14396
376, 16031,14383
377, 16063,14387
378, 16089,14401
379, 16121,14403
380, 16149,14410
381, 16176,14433
382, 16206,14438
383, 16242,14433
384, 16274,14448
385, 16303,14465
386, 16335,14480
387, 16370,14472
388, 16412,14467
389, 16460,14450
390, 16491,14458
391, 16527,14451
392, 16569,14437
393, 16597,14444
394, 16630,14447
395, 16663,14442
396, 16696,14454
397, 16734,14457
398, 16766,14463
399, 16799,14471
400, 16833,14462
401, 16859,14472
402, 16889,14479
403, 16926,14467
404, 16955,14478
405, 16983,14479
406, 17014,14478
407, 17042,14484
408, 17071,14494
409, 17105,14504
410, 17133,14521
411, 17160,14528
412, 17189,14541
413, 17219,14541
414, 17241,14552
415, 17273,14555
416, 17308,14555
417, 17348,14546
418, 17384,14547
419, 17409,14544
420, 17446,14550
421, 17476,14555
422, 17508,14557
423, 17541,14551
424, 17573,14552
425, 17604,14562
426, 17633,14572
427, 17668,14569
428, 17692,14585
429, 17717,14592
430, 17750,14590
431, 17782,14599
432, 17818,14605
433, 17845,14615
434, 17884,14630
435, 17917,14638
436, 17955,14641
437, 17990,14645
438, 18022,14650
439, 18053,14648
440, 18089,14643
441, 18121,14654
442, 18158,14654
443, 18179,14659
444, 18216,14659
445, 18246,14655
446, 18269,14676
447, 18304,14671
448, 18333,14681
449, 18365,14683
450, 18395,14674
451, 18439,14661
452, 18473,14662
453, 18495,14678
454, 18531,14674
455, 18554,14681
456, 18595,14682
457, 18624,14685
458, 18650,14693
459, 18677,14709
460, 18713,14704
461, 18738,14717
462, 18771,14718
463, 18798,14729
464, 18831,14735
465, 18868,14724
466, 18903,14729
467, 18939,14735
468, 18975,14740
469, 19000,14751
470, 19030,14762
471, 19057,14773
472, 19091,14769
473, 19121,14770
474, 19141,14784
475, 19173,14785
476, 19204,14789
477, 19230,14802
478, 19258,14811
479, 19286,14823
480, 19317,14827
481, 19352,14833
482, 19378,14844
483, 19404,14852
484, 19436,14851
485, 19461,14863
486, 19494,14868
487, 19523,14866
488, 19562,14859
489, 19581,14873
490, 19617,14871
491, 19653,14863
492, 19695,14854
493, 19737,14846
494, 19771,14847
495, 19806,14847
496, 19842,14845
497, 19870,14850
498, 19891,14863
499, 19910,14883
500, 19946,14893
501, 19967,14907
502, 20000,14914
503, 20030,14927
504, 20072,14921
505, 20105,14919
506, 20134,14921
507, 20163,14927
508, 20182,14946
509, 20209,14956
510, 20247,14949
511, 20270,14956
512, 20297,14970
513, 20316,14991
514, 20337,15007
515, 20359,15029
516, 20388,15030
517, 20410,15037
518, 20445,15033
519, 20472,15040
520, 20510,15032
521, 20540,15045
522, 20580,15043
523, 20614,15036
524, 20652,15032
525, 20686,15035
526, 20710,15041
527, 20745,15047
528, 20777,15053
529, 20807,15064
530, 20840,15064
531, 20872,15083
532, 20895,15097
533, 20929,15098
534, 20956,15113
535, 20984,15128
536, 21018,15131
537, 21046,15141
538, 21084,15137
539, 21115,15142
540, 21157,15138
541, 21184,15151
542, 21221,15147
543, 21252,15144
544, 21279,15148
545, 21314,15155
546, 21348,15161
547, 21373,15169
548, 21404,15177
549, 21434,15179
550, 21473,15185
551, 21503,15197
552, 21534,15197
553, 21556,15220
554, 21581,15229
555, 21610,15247
556, 21641,15252
557, 21674,15250
558, 21707,15252
559, 21737,15260
560, 21769,15261
561, 21799,15273
562, 21825,15290
563, 21861,15284
564, 21883,15303
565, 21919,15300
566, 21954,15306
567, 21974,15331
568, 22004,15334
569, 22041,15333
570, 22077,15333
571, 22106,15347
572, 22127,15357
573, 22148,15369
574, 22172,15379
575, 22205,15377
576, 22238,15381
577, 22269,15383
578, 22295,15389
579, 22326,15394
580, 22348,15407
581, 22376,15416
582, 22408,15422
583, 22441,15420
584, 22468,15425
585, 22503,15431
586, 22531,15431
587, 22563,15454
588, 22591,15454
589, 22619,15454
590, 22641,15465
591, 22683,15448
592, 22711,15449
593, 22742,15459
594, 22767,15467
595, 22800,15472
596, 22826,15477
597, 22869,15461
598, 22902,15459
599, 22937,15457
600, 22960,15464
601, 22990,15479
602, 23028,15471
603, 23057,15467
604, 23087,15474
605, 23118,15471
606, 23152,15465
607, 23186,15463
608, 23214,15461
609, 23250,15460
610, 23286,15453
611, 23314,15470
612, 23342,15473
613, 23371,15475
614, 23399,15472
615, 23424,15480
616, 23460,15477
617, 23495,15476
618, 23522,15481
619, 23548,15494
620, 23583,15495
621, 23619,15486
622, 23647,15484
623, 23670,15495
624, 23706,15497
625, 23740,15503
626, 23766,15504
627, 23794,15509
628, 23824,15509
629, 23858,15506
630, 23886,15510
631, 23911,15517
632, 23937,15522
633, 23962,15531
634, 23989,15541
635, 24021,15528
636, 24055,15524
637, 24079,15537
638, 24108,15540
639, 24137,15549
640, 24167,15541
641, 24199,15537
642, 24220,15554
643, 24256,15556
644, 24286,15561
645, 24310,15577
646, 24336,15579
647, 24366,15577
648, 24393,15582
649, 24431,15568
650, 24452,15580
651, 24485,15580
652, 24509,15589
653, 24545,15595
654, 24575,15586
655, 24612,15586
656, 24647,15586
657, 24679,15593
658, 24711,15593
659, 24746,15589
660, 24779,15593
661, 24798,15601
662, 24825,15613
663, 24858,15606
664, 24880,15611
665, 24914,15611
666, 24940,15612
667, 24970,15606
668, 25002,15598
669, 25032,15602
670, 25057,15613
671, 25098,15612
672, 25138,15611
673, 25162,15620
674, 25193,15618
675, 25218,15614
676, 25243,15613
677, 25262,15626
678, 25293,15624
679, 25315,15628
680, 25339,15627
681, 25370,15630
682, 25394,15646
683, 25421,15652
684, 25457,15644
704, 26005,15740
705, 26035,15738
706, 26067,15736
707, 26107,15728
708, 26128,15734
709, 26155,15747
710, 26185,15742
711, 26223,15738
712, 26257,15734
713, 26277,15757
714, 26308,15753
715, 26344,15746
716, 26377,15736
717, 26410,15728
718, 26442,15730
719, 26481,15720
720, 26507,15722
721, 26538,15715
722, 26563,15716
723, 26589,15717
724, 26618,15712
725, 26644,15722
726, 26679,15707
727, 26709,15704
728, 26739,15706
729, 26767,15697
730, 26796,15695
731, 26836,15683
732, 26860,15694
733, 26885,15697
734, 26907,15709
735, 26935,15705
736, 26966,15699
737, 26995,15703
738, 27026,15696
739, 27058,15689
740, 27095,15692
741, 27126,15688
742, 27161,15685
743, 27190,15683
744, 27217,15684
745, 27253,15661
746, 27288,15652
747, 27311,15649
748, 27340,15649
749, 27352,15666
750, 27380,15671
751, 27406,15670
752, 27431,15673
753, 27458,15676
754, 27478,15689
755, 27509,15679
756, 27535,15682
757, 27557,15695
758, 27591,15692
759, 27611,15696
760, 27649,15682
761, 27673,15692
762, 27700,15698
763, 27727,15703
764, 27758,15704
765, 27788,15706
766, 27825,15691
767, 27851,15702
768, 27892,15686
769, 27919,15672
770, 27949,15667
771, 27973,15662
772, 28001,15659
773, 28017,15670
774, 28045,15680
775, 28072,15679
776, 28102,15670
777, 28132,15659
778, 28159,15658
779, 28181,15672
780, 28209,15662
781, 28234,15670
782, 28254,15676
783, 28287,15676
784, 28314,15677
785, 28350,15665
786, 28367,15684
787, 28393,15692
788, 28421,15686
789, 28445,15682
790, 28468,15687
791, 28497,15681
792, 28519,15687
793, 28551,15686
794, 28585,15679
795, 28610,15680
796, 28640,15681
797, 28676,15662
798, 28710,15656
799, 28742,15650
800, 28777,15633
801, 28804,15630
802, 28824,15636
803, 28860,15632
804, 28887,15633
805, 28914,15634
806, 28945,15626
807, 28970,15627
808, 28992,15644
809, 29017,15643
810, 29045,15646
811, 29072,15648
812, 29103,15653
813, 29129,15644
814, 29151,15648
815, 29177,15641
816, 29202,15637
817, 29237,15625
818, 29269,15618
819, 29291,15623
820, 29319,15619
821, 29339,15621
822, 29366,15616
823, 29402,15604
824, 29425,15600
825, 29452,15598
826, 29481,15591
827, 29506,15595
828, 29528,15598
829, 29551,15598
830, 29589,15583
831, 29609,15584
832, 29637,15581
833, 29671,15576
834, 29701,15571
835, 29730,15571
836, 29762,15567
837, 29791,15565
838, 29814,15565
839, 29835,15571
840, 29870,15561
841, 29902,15557
842, 29928,15546
843, 29955,15548
844, 29977,15546
845, 30001,15549
846, 30018,15568
847, 30053,15566
848, 30082,15569
849, 30112,15561
850, 30139,15563
851, 30160,15566
852, 30187,15560
853, 30224,15554
854, 30247,15559
855, 30287,15543
856, 30322,15531
857, 30348,15522
858, 30374,15531
859, 30396,15527
860, 30428,15516
861, 30459,15516
862, 30486,15513
863, 30508,15523
864, 30539,15526
865, 30568,15526
866, 30596,15524
867, 30614,15526
868, 30635,15533
869, 30662,15534
870, 30690,15538
871, 30720,15534
872, 30744,15537
873, 30790,15524
874, 30818,15522
875, 30839,15530
876, 30860,15533
877, 30895,15524
878, 30915,15531
879, 30950,15517
880, 30978,15517
881, 31013,15504
882, 31035,15512
883, 31060,15507
884, 31089,15498
885, 31122,15491
886, 31150,15500
887, 31171,15495
888, 31191,15513
889, 31222,15502
890, 31251,15503
891, 31286,15496
892, 31313,15487
893, 31339,15485
894, 31376,15477
895, 31404,15478
896, 31431,15478
897, 31460,15484
898, 31490,15480
899, 31515,15483
900, 31539,15488
901, 31569,15483
902, 31603,15464
903, 31636,15463
904, 31672,15453
905, 31693,15450
906, 31729,15434
907, 31754,15438
908, 31780,15439
909, 31813,15427
910, 31841,15427
911, 31875,15419
912, 31913,15403
913, 31950,15389
914, 31976,15382
915, 32015,15369
916, 32043,15361
917, 32071,15356
918, 32114,15327
919, 32145,15311
920, 32179,15300
921, 32212,15292
922, 32249,15274
923, 32273,15277
924, 32298,15273
925, 32324,15277
926, 32349,15276
927, 32385,15261
928, 32409,15270
929, 32428,15270
930, 32463,15257
931, 32487,15256
932, 32516,15250
933, 32555,15242
934, 32583,15232
935, 32617,15225
936, 32646,15216
937, 32672,15216
938, 32706,15205
939, 32727,15206
940, 32754,15206
941, 32786,15187
942, 32821,15172
943, 32846,15173
944, 32873,15166
945, 32916,15138
946, 32943,15129
947, 32978,15115
948, 33003,15112
949, 33034,15105
950, 33065,15097
951, 33094,15090
952, 33122,15085
953, 33147,15081
954, 33172,15077
955, 33203,15074
956, 33239,15071
957, 33271,15059
958, 33295,15054
959, 33328,15039
960, 33361,15022
961, 33397,15016
962, 33430,14998
963, 33458,14993
964, 33479,14994
965, 33514,14979
966, 33542,14971
967, 33567,14968
968, 33595,14964
969, 33626,14948
970, 33660,14929
971, 33686,14915
972, 33705,14917
973, 33723,14921
974, 33747,14919
975, 33785,14898
976, 33809,14893
977, 33848,14866
978, 33879,14857
979, 33908,14847
980, 33938,14846
981, 33962,14844
982, 33989,14833
983, 34024,14814
984, 34058,14801
985, 34081,14810
986, 34106,14796
987, 34129,14792
988, 34164,14777
989, 34210,14750
990, 34237,14742
991, 34265,14727
992, 34297,14709
993, 34326,14700
994, 34350,14695
995, 34381,14681
996, 34409,14674
997, 34442,14655
998, 34467,14651
999, 34485,14657
1000, 34512,14647
1001, 34540,14637
1002, 34578,14623
1003, 34601,14619
1004, 34634,14603
1005, 34661,14591
1006, 34684,14587
1007, 34709,14575
1008, 34739,14564
1009, 34772,14547
1010, 34794,14547
1011, 34829,14522
1012, 34860,14501
1013, 34894,14488
1014, 34914,14489
1015, 34945,14472
1016, 34969,14466
1017, 35004,14444
1018, 35033,14446
1019, 35068,14432
1020, 35098,14420
1021, 35127,14423
1022, 35164,14408
1023, 35206,14386
1024, 35238,14373
1025, 35263,14365
1026, 35284,14358
1027, 35312,14350
1028, 35346,14338
1029, 35367,14339
1030, 35400,14311
1031, 35425,14301
1032, 35453,14290
1033, 35491,14271
1034, 35522,14264
1035, 35554,14244
1036, 35574,14246
1037, 35601,14224
1038, 35625,14215
1039, 35654,14200
1040, 35682,14185
1041, 35709,14176
1042, 35737,14161
1043, 35758,14153
1044, 35780,14144
1045, 35810,14127
1046, 35831,14126
1047, 35863,14106
1048, 35891,14093
1049, 35920,14078
1050, 35943,14068
1051, 35970,14055
1052, 36003,14037
1053, 36028,14021
1054, 36056,14007
1055, 36075,14003
1056, 36108,13987
1057, 36134,13973
1058, 36151,13971
1059, 36174,13966
1060, 36190,13960
1061, 36212,13947
1062, 36235,13942
1063, 36258,13935
1064, 36288,13928
1065, 36311,13920
1066, 36341,13902
1067, 36369,13884
1068, 36404,13864
1069, 36432,13847
1070, 36462,13828
1071, 36484,13819
1072, 36501,13811
1073, 36533,13790
1074, 36562,13782
1075, 36582,13776
1076, 36602,13760
1077, 36627,13750
1078, 36646,13740
1079, 36661,13737
1080, 36686,13721
1081, 36708,13713
1082, 36734,13701
1083, 36762,13694
1084, 36782,13689
1085, 36803,13680
1086, 36830,13671
1087, 36853,13656
1088, 36869,13662
1089, 36886,13660
1090, 36907,13648
1091, 36928,13640
1092, 36941,13647
1093, 36952,13650
1094, 36974,13640
1095, 36996,13622
1096, 37019,13614
1097, 37039,13603
1098, 37073,13581
1099, 37099,13565
1100, 37117,13560
1101, 37138,13554
1102, 37152,13551
1103, 37171,13543
1104, 37191,13536
1105, 37215,13521
1106, 37234,13509
1107, 37248,13513
1108, 37270,13496
1109, 37301,13473
1110, 37321,13458
1111, 37339,13446
1112, 37353,13439
1113, 37379,13426
1114, 37395,13420
1115, 37411,13416
1116, 37429,13412
1117, 37451,13401
1118, 37465,13403
1119, 37480,13400
1120, 37500,13384
1121, 37527,13363
1122, 37547,13358
1123, 37563,13360
1124, 37581,13355
1125, 37607,13340
1126, 37620,13339
1127, 37636,13338
1128, 37657,13326
1129, 37674,13316
1130, 37689,13310
1131, 37701,13305
1132, 37714,13299
1133, 37734,13299
1134, 37746,13296
1135, 37763,13287
1136, 37783,13284
1137, 37802,13278
1138, 37820,13272
1139, 37834,13266
1140, 37856,13257
1141, 37875,13245
1142, 37889,13242
1143, 37909,13229
1144, 37929,13218
1145, 37943,13214
1146, 37956,13209
1147, 37975,13194
1148, 37996,13184
1149, 38019,13172
1150, 38037,13168
1151, 38050,13164
1152, 38064,13153
1153, 38078,13150
1154, 38092,13145
1155, 38108,13139
1156, 38125,13139
1157, 38138,13142
1158, 38152,13137
1159, 38170,13127
1160, 38190,13119
1161, 38209,13105
1162, 38227,13099
1163, 38245,13091
1164, 38254,13088
1165, 38268,13083
1166, 38276,13088
1167, 38296,13077
1168, 38312,13071
1169, 38327,13064
1170, 38343,13058
1171, 38358,13052
1172, 38371,13045
1173, 38382,13039
1174, 38399,13028
1175, 38411,13024
1176, 38423,13018
1177, 38440,13009
1178, 38459,12999
1179, 38474,12990
1180, 38492,12986
1181, 38506,12980
1182, 38520,12974
1183, 38527,12977
1184, 38545,12965
1185, 38557,12958
1186, 38573,12947
1187, 38587,12937
1188, 38598,12934
1189, 38612,12927
1190, 38621,12924
1191, 38636,12917
1192, 38648,12911
1193, 38657,12910
1194, 38666,12908
1195, 38677,12899
1196, 38693,12892
1197, 38704,12892
1198, 38713,12888
1199, 38725,12883
1200, 38730,12888
1201, 38744,12880
1202, 38749,12883
1203, 38757,12881
1204, 38768,12877
1205, 38787,12866
1206, 38800,12862
1207, 38815,12854
1208, 38823,12852
1209, 38841,12843
1210, 38849,12844
1211, 38862,12837
1212, 38877,12829
1213, 38887,12829
1214, 38896,12830
1215, 38912,12820
1216, 38924,12819
1217, 38931,12820
1218, 38943,12814
1219, 38957,12803
1220, 38967,12801
1221, 38979,12797
1222, 38993,12786
1223, 39001,12787
1224, 39011,12790
1225, 39021,12786
1226, 39035,12775
1227, 39044,12769
1228, 39061,12761
1229, 39070,12757
1230, 39085,12746
1231, 39090,12751
1232, 39102,12748
1233, 39113,12746
1234, 39120,12744
1235, 39132,12736
1236, 39141,12739
1237, 39147,12743
1238, 39152,12742
1239, 39157,12743
1240, 39175,12733
1241, 39184,12735
1242, 39201,12732
1243, 39213,12733
1244, 39221,12734
1245, 39229,12738
1246, 39235,12737
1247, 39245,12733
1248, 39250,12735
1249, 39257,12737
1250, 39264,12740
1251, 39277,12735
1252, 39289,12727
1253, 39297,12732
1254, 39302,12736
1255, 39309,12733
1256, 39324,12731
1257, 39338,12726
1258, 39345,12721
1259, 39357,12713
1260, 39372,12702
1261, 39384,12696
1262, 39393,12693
1263, 39407,12687
1264, 39411,12691
1265, 39423,12688
1266, 39435,12688
1267, 39444,12689
1268, 39461,12676
