minutes,both,firstonly
1230, 29526, 1940
1231, 29533, 1938
1232, 29538, 1940
1233, 29549, 1931
1234, 29557, 1929
1235, 29563, 1929
1236, 29567, 1931
1237, 29574, 1932
1238, 29584, 1925
1239, 29591, 1926
1240, 29598, 1924
1241, 29602, 1930
1242, 29604, 1936
1243, 29612, 1933
1244, 29623, 1930
1245, 29627, 1927
1246, 29634, 1926
1247, 29639, 1927
1248, 29650, 1921
1249, 29655, 1922
1250, 29666, 1914
1251, 29669, 1918
1252, 29680, 1913
1253, 29682, 1916
1254, 29687, 1914
1255, 29695, 1913
1256, 29705, 1905
1257, 29707, 1907
1258, 29712, 1906
1259, 29715, 1907
1260, 29722, 1909
1261, 29726, 1910
1262, 29734, 1907
1263, 29740, 1906
1264, 29742, 1906
1265, 29743, 1911
1266, 29754, 1904
1267, 29760, 1901
1268, 29766, 1903
1269, 29774, 1901
1270, 29777, 1906
1271, 29780, 1909
1272, 29784, 1911
1273, 29789, 1908
1274, 29793, 1906
1275, 29798, 1908
1276, 29803, 1908
1277, 29806, 1910
1278, 29813, 1908
1279, 29818, 1909
1280, 29821, 1910
1281, 29828, 1909
1282, 29835, 1906
1283, 29843, 1905
1284, 29847, 1905
1285, 29849, 1907
1286, 29854, 1906
1287, 29859, 1905
1288, 29863, 1905
1289, 29870, 1901
1290, 29875, 1902
1291, 29879, 1902
1292, 29881, 1905
1293, 29888, 1902
1294, 29892, 1904
1295, 29898, 1904
1296, 29899, 1909
1297, 29902, 1908
1298, 29908, 1909
1299, 29912, 1914
1300, 29925, 1910
1301, 29931, 1908
1302, 29937, 1913
1303, 29940, 1912
1304, 29948, 1910
1305, 29956, 1909
1306, 29963, 1910
1307, 29969, 1912
1308, 29976, 1912
1309, 29983, 1910
1310, 29986, 1915
1311, 29990, 1916
1312, 29998, 1911
1313, 30012, 1900
1314, 30015, 1905
1315, 30021, 1906
1316, 30026, 1905
1317, 30032, 1903
1318, 30036, 1907
1319, 30041, 1910
1320, 30048, 1904
1321, 30050, 1906
1322, 30055, 1910
1323, 30064, 1906
1324, 30067, 1908
1325, 30076, 1908
1326, 30081, 1907
1327, 30086, 1909
1328, 30094, 1905
1329, 30098, 1904
1330, 30100, 1908
1331, 30101, 1912
1332, 30105, 1913
1333, 30107, 1914
1334, 30112, 1916
1335, 30121, 1912
1336, 30127, 1910
1337, 30130, 1913
1338, 30136, 1910
1339, 30140, 1911
1340, 30143, 1915
1341, 30147, 1917
1342, 30153, 1915
1343, 30158, 1916
1344, 30167, 1909
1345, 30169, 1914
1346, 30181, 1907
1347, 30188, 1904
1348, 30195, 1903
1349, 30199, 1905
1350, 30200, 1907
1351, 30206, 1906
1352, 30212, 1906
1353, 30218, 1905
1354, 30224, 1905
1355, 30228, 1909
1356, 30236, 1907
1357, 30242, 1907
1358, 30247, 1907
1359, 30255, 1905
1360, 30262, 1901
1361, 30263, 1904
1362, 30269, 1904
1363, 30275, 1901
1364, 30282, 1899
1365, 30283, 1906
1366, 30290, 1902
1367, 30296, 1901
1368, 30300, 1905
1369, 30304, 1908
1370, 30308, 1909
1371, 30313, 1910
1372, 30317, 1907
1373, 30322, 1905
1374, 30334, 1896
1375, 30341, 1891
1376, 30345, 1895
1377, 30351, 1898
1378, 30353, 1897
1379, 30364, 1887
1380, 30370, 1884
1381, 30372, 1890
1382, 30378, 1886
1383, 30382, 1887
1384, 30388, 1883
1385, 30395, 1882
1386, 30403, 1881
1387, 30407, 1883
1388, 30410, 1888
1389, 30415, 1892
1390, 30418, 1892
1391, 30421, 1895
1392, 30429, 1890
1393, 30434, 1888
1394, 30439, 1886
1395, 30446, 1882
1396, 30448, 1883
1397, 30453, 1882
1398, 30457, 1882
1399, 30460, 1885
1400, 30466, 1881
1401, 30470, 1881
1402, 30480, 1876
1403, 30485, 1873
1404, 30486, 1876
1405, 30492, 1875
1406, 30498, 1871
1407, 30500, 1873
1408, 30509, 1867
1409, 30513, 1866
1410, 30518, 1865
1411, 30525, 1861
1412, 30532, 1856
1413, 30536, 1856
1414, 30538, 1857
1415, 30542, 1861
1416, 30547, 1862
1417, 30550, 1868
1418, 30556, 1865
1419, 30563, 1861
1420, 30564, 1863
1421, 30573, 1857
1422, 30579, 1861
1423, 30583, 1861
1424, 30586, 1863
1425, 30588, 1867
1426, 30596, 1862
1427, 30599, 1862
1428, 30602, 1862
1429, 30606, 1865
1430, 30609, 1862
1431, 30617, 1858
1432, 30623, 1854
1433, 30630, 1854
1434, 30634, 1859
1435, 30639, 1857
1436, 30640, 1864
1437, 30647, 1864
1438, 30652, 1860
1439, 30658, 1857
