0,     0,    0
0,     0,    0
1,     0,    0
2,     0,    0
3,     0,    0
4,     0,    0
5,     0,    0
6,     0,    0
7,     0,    0
8,     0,    1
9,     0,    5
10,     1,    5
11,     2,   11
12,     4,   13
13,     6,   12
14,     9,   12
15,    12,   14
16,    13,   17
17,    16,   22
18,    19,   31
19,    21,   42
20,    24,   56
21,    28,   75
22,    35,   82
23,    42,   92
24,    52,   98
25,    64,  118
26,    77,  123
27,    86,  138
28,   103,  149
29,   120,  157
30,   129,  189
31,   154,  220
32,   176,  253
33,   197,  293
34,   224,  307
35,   261,  323
36,   294,  351
37,   332,  354
38,   360,  379
39,   396,  382
40,   430,  388
41,   469,  392
42,   501,  407
43,   525,  433
44,   551,  442
45,   581,  467
46,   607,  488
47,   643,  509
48,   670,  532
49,   698,  534
50,   719,  556
51,   767,  548
52,   801,  561
53,   826,  589
54,   859,  597
55,   891,  611
56,   920,  638
57,   957,  651
58,   985,  661
59,  1016,  677
60,  1054,  681
61,  1092,  681
62,  1131,  693
63,  1168,  703
64,  1205,  718
65,  1249,  724
66,  1287,  740
67,  1328,  740
68,  1360,  749
69,  1394,  757
70,  1430,  771
71,  1470,  773
72,  1503,  781
73,  1537,  788
74,  1574,  797
