1,     0,    0
2,     0,    1
3,     0,   18
4,     0,   39
5,     2,   76
6,     3,  125
7,     5,  180
8,     9,  245
9,    14,  313
10,    23,  387
11,    35,  438
12,    51,  484
13,    68,  546
14,    94,  597
15,   112,  662
16,   140,  702
17,   161,  770
18,   184,  812
19,   209,  865
20,   233,  912
21,   266,  951
22,   287, 1008
23,   314, 1049
24,   341, 1079
25,   361, 1131
26,   398, 1195
27,   457, 1236
28,   494, 1309
29,   552, 1365
30,   602, 1400
31,   660, 1428
32,   720, 1438
33,   777, 1459
34,   827, 1487
35,   867, 1531
36,   915, 1543
37,   965, 1576
38,  1020, 1586
39,  1073, 1599
40,  1112, 1623
41,  1157, 1656
42,  1196, 1689
43,  1233, 1721
44,  1274, 1738
45,  1311, 1764
46,  1353, 1785
47,  1389, 1803
48,  1430, 1819
49,  1479, 1820
50,  1522, 1844
51,  1568, 1851
52,  1608, 1871
53,  1656, 1878
54,  1687, 1892
55,  1737, 1890
56,  1793, 1881
57,  1826, 1905
58,  1873, 1902
59,  1919, 1915
60,  1953, 1942
61,  1987, 1956
62,  2019, 1974
63,  2062, 1984
64,  2092, 2006
65,  2131, 2010
66,  2172, 2017
67,  2211, 2023
68,  2250, 2015
69,  2292, 2025
70,  2337, 2019
71,  2369, 2034
72,  2407, 2034
73,  2443, 2035
74,  2473, 2059
75,  2507, 2057
76,  2547, 2057
77,  2585, 2056
78,  2613, 2076
79,  2651, 2089
80,  2680, 2107
81,  2715, 2120
